temperature_2m,precipitation,snow_depth,pressure_msl,cloud_cover,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,date,hour,city
1.477,0.0,0.0,1012.5,100.0,2.968636,10.24578,75.96373,161.56496,2022-11-01,20,Sundsvall
1.877,0.0,0.0,1012.2,100.0,4.32,13.479583,90.0,145.88548,2022-11-01,21,Sundsvall
2.377,0.0,0.0,1011.7,100.0,5.815978,17.551615,111.801476,154.48618,2022-11-01,22,Sundsvall
3.377,0.0,0.0,1011.4,100.0,6.439876,18.35647,116.56499,154.44008,2022-11-01,23,Sundsvall
3.0270002,0.0,0.0,1011.2,100.0,6.763786,19.734436,115.20109,141.66663,2022-11-02,0,Sundsvall
3.477,0.6,0.0,1010.8,100.0,7.491114,21.794127,125.21768,149.19862,2022-11-02,1,Sundsvall
3.0270002,0.2,0.0,1010.4,100.0,7.653705,22.065973,131.18582,151.76265,2022-11-02,2,Sundsvall
2.927,0.3,0.0,1010.0,100.0,9.178235,21.413193,131.82008,153.00424,2022-11-02,3,Sundsvall
2.427,0.3,0.0,1009.7,100.0,11.457958,18.671474,133.72705,160.86626,2022-11-02,4,Sundsvall
2.5270002,0.1,0.0,1009.3,100.0,9.422101,15.463244,133.45189,167.90526,2022-11-02,5,Sundsvall
2.5770001,0.0,0.0,1009.4,100.0,9.178235,14.869351,138.17992,173.04713,2022-11-02,6,Sundsvall
2.7770002,0.0,0.0,1009.4,100.0,9.931042,15.111424,136.46873,167.61925,2022-11-02,7,Sundsvall
3.5770001,0.0,0.0,1009.6,100.0,8.557102,14.77755,157.75093,182.79265,2022-11-02,8,Sundsvall
4.927,0.0,0.0,1009.7,90.0,7.5942082,14.20062,211.42952,210.46547,2022-11-02,9,Sundsvall
6.8269997,0.0,0.0,1009.4,100.0,5.3517847,10.829959,160.34608,195.42223,2022-11-02,10,Sundsvall
7.777,0.0,0.0,1009.3,100.0,5.315336,13.392774,118.30067,143.74608,2022-11-02,11,Sundsvall
8.577,0.0,0.0,1009.4,100.0,6.696387,13.584932,126.25393,147.99466,2022-11-02,12,Sundsvall
8.427,0.0,0.0,1009.4,100.0,7.653705,17.917007,131.18582,157.5572,2022-11-02,13,Sundsvall
8.127,0.0,0.0,1009.2,100.0,6.193674,17.114204,125.537766,157.75093,2022-11-02,14,Sundsvall
7.877,0.0,0.0,1009.4,100.0,6.3690495,17.811815,137.29063,165.96373,2022-11-02,15,Sundsvall
7.377,0.0,0.0,1009.4,100.0,5.0911684,16.516901,135.0001,163.5399,2022-11-02,16,Sundsvall
7.5769997,0.0,0.0,1009.3,100.0,6.3690495,17.114204,137.29063,165.37909,2022-11-02,17,Sundsvall
7.627,0.0,0.0,1009.3,100.0,5.6233797,16.766108,140.19447,165.06853,2022-11-02,18,Sundsvall
7.877,0.0,0.0,1009.5,100.0,6.4096174,17.917007,128.15727,157.5572,2022-11-02,19,Sundsvall
8.277,0.1,0.0,1009.3,100.0,7.7879906,19.386593,123.6901,148.67137,2022-11-02,20,Sundsvall
8.027,0.0,0.0,1009.3,100.0,5.3517847,15.978484,132.27362,157.47939,2022-11-02,21,Sundsvall
7.877,0.0,0.0,1009.5,100.0,5.0911684,14.84318,135.0001,165.96373,2022-11-02,22,Sundsvall
7.877,0.0,0.0,1009.4,100.0,4.39436,13.358861,124.992096,165.96373,2022-11-02,23,Sundsvall
7.2269998,0.0,0.0,1009.5,100.0,5.0911684,11.113451,98.13002,155.09526,2022-11-03,0,Sundsvall
7.0769997,0.3,0.0,1009.4,100.0,4.8965297,13.32,126.027466,161.07526,2022-11-03,1,Sundsvall
6.8269997,0.2,0.0,1009.4,100.0,6.379216,15.517629,163.61038,183.99083,2022-11-03,2,Sundsvall
6.677,0.0,0.0,1009.4,100.0,7.5170207,14.986553,196.69933,204.10223,2022-11-03,3,Sundsvall
6.427,0.0,0.0,1009.5,100.0,7.10031,14.982228,210.46547,215.21768,2022-11-03,4,Sundsvall
6.8269997,0.0,0.0,1009.6,100.0,5.3517847,14.021525,222.27362,221.87778,2022-11-03,5,Sundsvall
6.027,0.0,0.0,1009.9,100.0,5.771239,11.269782,183.57626,206.56499,2022-11-03,6,Sundsvall
6.5769997,0.0,0.0,1010.2,100.0,4.829907,13.679999,153.43501,180.0,2022-11-03,7,Sundsvall
7.4769998,0.0,0.0,1010.7,100.0,7.9932976,15.39184,172.23492,190.78426,2022-11-03,8,Sundsvall
7.877,0.0,0.0,1010.4,100.0,8.39657,15.893093,149.03632,166.9081,2022-11-03,9,Sundsvall
8.377,0.0,0.0,1010.2,80.0,8.311245,14.471821,162.3498,174.2895,2022-11-03,10,Sundsvall
8.627,0.0,0.0,1010.4,43.0,8.707238,17.339897,172.87508,184.76355,2022-11-03,11,Sundsvall
8.277,0.0,0.0,1010.9,83.0,7.628263,13.708391,199.29015,203.19861,2022-11-03,12,Sundsvall
7.8269997,0.0,0.0,1010.5,100.0,6.6185193,13.138765,157.61983,170.53775,2022-11-03,13,Sundsvall
6.9769998,0.0,0.0,1010.5,92.0,7.42159,16.862455,140.90616,163.8865,2022-11-03,14,Sundsvall
5.9769998,0.0,0.0,1010.5,100.0,7.653705,19.242327,138.81418,162.58194,2022-11-03,15,Sundsvall
5.277,0.0,0.0,1010.4,100.0,5.3999996,15.815435,126.86998,168.17854,2022-11-03,16,Sundsvall
5.9769998,0.0,0.0,1010.2,100.0,6.618519,15.986595,135.0001,172.23492,2022-11-03,17,Sundsvall
6.127,0.0,0.0,1010.4,100.0,7.2,16.394829,143.13002,171.15826,2022-11-03,18,Sundsvall
5.877,0.0,0.0,1010.4,100.0,6.1305785,16.039202,139.76372,170.9606,2022-11-03,19,Sundsvall
5.777,0.0,0.0,1010.9,100.0,5.634891,15.84,153.43501,180.0,2022-11-03,20,Sundsvall
6.277,0.0,0.0,1010.7,100.0,6.696387,15.226764,143.74608,173.21112,2022-11-03,21,Sundsvall
6.377,0.0,0.0,1010.5,100.0,6.489992,15.273505,146.3099,171.86998,2022-11-03,22,Sundsvall
6.377,0.0,0.0,1010.6,100.0,5.8048253,14.113653,150.2552,174.14407,2022-11-03,23,Sundsvall
6.427,0.0,0.0,1010.7,100.0,7.386582,15.893093,133.02507,166.9081,2022-11-04,0,Sundsvall
6.777,0.0,0.0,1010.8,100.0,7.289444,16.923828,159.77505,181.21884,2022-11-04,1,Sundsvall
6.7269998,0.0,0.0,1010.6,100.0,6.489992,16.203999,160.55988,181.273,2022-11-04,2,Sundsvall
6.427,0.0,0.0,1010.7,100.0,7.653705,15.484185,131.18582,162.40749,2022-11-04,3,Sundsvall
6.177,0.0,0.0,1010.9,100.0,10.30883,17.208603,155.22488,164.21918,2022-11-04,4,Sundsvall
6.2269998,0.0,0.0,1011.1,100.0,7.24486,20.431387,116.56499,165.71887,2022-11-04,5,Sundsvall
6.3269997,0.0,0.0,1011.4,100.0,9.686609,20.082708,138.01286,165.4655,2022-11-04,6,Sundsvall
6.377,0.0,0.0,1011.5,100.0,8.78872,18.079027,145.0079,167.34744,2022-11-04,7,Sundsvall
6.5769997,0.0,0.0,1011.7,100.0,9.021574,18.486622,151.38963,173.29025,2022-11-04,8,Sundsvall
6.877,0.0,0.0,1012.0,99.0,9.0,16.56,163.73972,180.0,2022-11-04,9,Sundsvall
7.127,0.0,0.0,1012.1,99.0,9.885262,16.595179,169.50858,176.26868,2022-11-04,10,Sundsvall
7.5769997,0.0,0.0,1012.4,100.0,9.746631,15.137133,175.76369,177.27374,2022-11-04,11,Sundsvall
8.027,0.0,0.0,1012.6,99.0,8.049845,14.417988,169.6952,177.13765,2022-11-04,12,Sundsvall
8.277,0.0,0.0,1012.8,100.0,8.557102,14.685176,157.75093,168.69011,2022-11-04,13,Sundsvall
6.777,0.0,0.0,1012.7,100.0,7.729527,17.287498,117.75845,148.62704,2022-11-04,14,Sundsvall
5.7269998,0.0,0.0,1013.0,100.0,8.209263,19.64228,127.875046,153.90463,2022-11-04,15,Sundsvall
5.4769998,0.0,0.0,1013.2,100.0,6.792466,18.998316,122.00535,152.94948,2022-11-04,16,Sundsvall
6.377,0.0,0.0,1012.9,100.0,8.891343,20.3774,121.75944,147.99466,2022-11-04,17,Sundsvall
6.627,0.0,0.0,1013.3,100.0,9.178235,20.608229,131.82008,152.98741,2022-11-04,18,Sundsvall
6.5769997,0.0,0.0,1013.4,100.0,9.931042,20.929594,133.53127,153.43501,2022-11-04,19,Sundsvall
6.277,0.0,0.0,1013.3,97.0,9.673221,21.09305,135.0001,152.56036,2022-11-04,20,Sundsvall
5.777,0.0,0.0,1013.3,99.0,9.422101,21.897945,136.54811,152.59251,2022-11-04,21,Sundsvall
5.4769998,0.0,0.0,1013.2,95.0,9.422101,22.728518,133.45189,150.59291,2022-11-04,22,Sundsvall
6.4769998,0.0,0.0,1013.0,100.0,10.233123,22.380884,140.71062,154.25934,2022-11-04,23,Sundsvall
7.2269998,0.0,0.0,1013.0,100.0,10.97262,21.578989,138.99101,152.15251,2022-11-05,0,Sundsvall
7.177,0.1,0.0,1012.9,100.0,11.709688,23.277834,135.0001,148.27644,2022-11-05,1,Sundsvall
7.0769997,0.0,0.0,1012.5,100.0,13.246826,25.864943,132.79738,145.2039,2022-11-05,2,Sundsvall
7.127,0.0,0.0,1012.3,100.0,13.783817,26.368616,139.23648,147.82881,2022-11-05,3,Sundsvall
7.027,0.0,0.0,1012.0,100.0,14.003028,26.959166,136.04153,145.88548,2022-11-05,4,Sundsvall
7.177,0.1,0.0,1011.7,100.0,15.530151,29.46287,135.9391,144.95055,2022-11-05,5,Sundsvall
7.177,0.1,0.0,1011.5,100.0,16.299694,30.85307,136.78989,145.93904,2022-11-05,6,Sundsvall
7.177,0.1,0.0,1011.3,100.0,15.349684,28.58545,140.7106,148.91257,2022-11-05,7,Sundsvall
7.277,0.0,0.0,1011.1,100.0,14.799459,27.362368,138.94528,147.35538,2022-11-05,8,Sundsvall
7.4769998,0.2,0.0,1010.6,100.0,15.815435,29.354904,138.69148,146.50479,2022-11-05,9,Sundsvall
7.777,0.1,0.0,1010.1,100.0,16.08761,28.963785,139.53786,147.69269,2022-11-05,10,Sundsvall
7.677,0.1,0.0,1009.8,100.0,16.363178,29.15778,140.35587,147.09476,2022-11-05,11,Sundsvall
7.627,0.1,0.0,1010.0,100.0,15.807239,29.168886,149.9315,155.96571,2022-11-05,12,Sundsvall
7.5769997,0.0,0.0,1009.4,100.0,15.778516,28.82249,145.22209,152.47487,2022-11-05,13,Sundsvall
7.127,0.1,0.0,1008.9,100.0,15.408671,28.467327,142.59457,147.91785,2022-11-05,14,Sundsvall
6.5769997,0.2,0.0,1008.6,100.0,14.529915,27.66384,138.01286,145.06898,2022-11-05,15,Sundsvall
6.5769997,0.4,0.0,1007.8,100.0,15.021105,28.58545,135.97093,143.70728,2022-11-05,16,Sundsvall
6.2269998,0.7,0.0,1007.1,100.0,16.363178,31.151962,140.35587,146.3099,2022-11-05,17,Sundsvall
6.027,1.0,0.0,1006.4,100.0,19.406637,33.985218,139.51407,143.61555,2022-11-05,18,Sundsvall
5.9769998,0.5,0.0,1005.7,100.0,14.021525,27.36947,138.12222,144.63745,2022-11-05,19,Sundsvall
5.9769998,0.3,0.0,1005.0,100.0,12.979984,25.455843,123.6901,135.0001,2022-11-05,20,Sundsvall
6.0769997,1.0,0.0,1004.2,100.0,11.592895,23.977188,115.76928,131.34769,2022-11-05,21,Sundsvall
6.2269998,0.2,0.0,1003.4,100.0,6.696387,15.716793,126.25393,159.90468,2022-11-05,22,Sundsvall
6.3269997,0.5,0.0,1002.6,100.0,6.4096174,15.596767,128.15727,161.14674,2022-11-05,23,Sundsvall
5.877,0.0,0.0,1002.5,100.0,4.0249224,12.0694,116.56499,162.64589,2022-11-06,0,Sundsvall
6.177,0.1,0.0,1001.9,100.0,5.00128,12.979984,120.256355,160.55988,2022-11-06,1,Sundsvall
6.3269997,0.0,0.0,1001.4,100.0,6.1094027,15.273505,135.0001,171.86998,2022-11-06,2,Sundsvall
6.427,0.0,0.0,1000.8,70.0,5.1919937,12.964998,146.3099,178.40889,2022-11-06,3,Sundsvall
6.0769997,0.1,0.0,1000.8,100.0,6.28713,17.072504,193.24052,204.94388,2022-11-06,4,Sundsvall
6.5769997,0.0,0.0,1000.7,100.0,8.435069,18.089775,219.80553,227.41954,2022-11-06,5,Sundsvall
6.3269997,0.0,0.0,1000.8,100.0,9.220499,19.881649,218.65984,227.93575,2022-11-06,6,Sundsvall
6.277,0.0,0.0,1001.0,99.0,10.514218,21.897945,218.04709,226.33215,2022-11-06,7,Sundsvall
5.777,0.0,0.0,1001.6,85.0,11.200571,22.725668,224.9999,229.49724,2022-11-06,8,Sundsvall
5.877,0.0,0.0,1001.7,21.0,10.514218,20.26899,231.95291,236.59215,2022-11-06,9,Sundsvall
6.427,0.0,0.0,1001.9,16.0,11.019764,19.376562,231.63248,234.83348,2022-11-06,10,Sundsvall
6.7269998,0.0,0.0,1002.0,29.0,12.096214,19.586119,233.47105,233.97253,2022-11-06,11,Sundsvall
6.677,0.0,0.0,1002.1,55.0,7.7043357,14.113652,232.59457,232.25313,2022-11-06,12,Sundsvall
6.677,0.0,0.0,1002.0,100.0,6.3690495,13.044722,227.29063,230.59937,2022-11-06,13,Sundsvall
6.027,0.0,0.0,1001.9,100.0,4.6938257,13.276144,212.47118,220.60121,2022-11-06,14,Sundsvall
6.177,0.4,0.0,1001.8,100.0,4.2136917,10.24578,160.0168,198.43504,2022-11-06,15,Sundsvall
5.777,0.5,0.0,1001.4,100.0,4.452954,13.089354,104.03627,148.49579,2022-11-06,16,Sundsvall
6.027,0.3,0.0,1000.9,100.0,3.2399998,11.27553,90.0,163.30067,2022-11-06,17,Sundsvall
6.8269997,0.3,0.0,1000.9,100.0,4.68,10.495713,180.0,202.1664,2022-11-06,18,Sundsvall
6.0769997,0.0,0.0,1000.7,98.0,3.6,9.504273,306.86996,245.37645,2022-11-06,19,Sundsvall
5.627,0.0,0.0,1000.8,55.0,4.1046314,9.565437,322.12494,289.79895,2022-11-06,20,Sundsvall
3.8270001,0.0,0.0,1001.4,100.0,5.0911684,11.4862,315.0001,302.1957,2022-11-06,21,Sundsvall
3.3270001,0.0,0.0,1001.7,25.0,4.8433046,12.261157,311.98712,310.2363,2022-11-06,22,Sundsvall
2.127,0.0,0.0,1002.1,100.0,5.1544156,9.793059,282.09473,306.02747,2022-11-06,23,Sundsvall
4.427,0.0,0.0,1002.5,100.0,3.0758414,7.5685663,290.55612,295.34613,2022-11-07,0,Sundsvall
4.927,0.0,0.0,1002.6,100.0,2.1897945,7.289444,279.46225,290.22495,2022-11-07,1,Sundsvall
5.127,0.0,0.0,1002.7,100.0,3.4152596,8.209263,251.56496,285.25516,2022-11-07,2,Sundsvall
3.0770001,0.0,0.0,1002.7,99.0,5.771239,10.948973,266.42374,279.46225,2022-11-07,3,Sundsvall
2.8270001,0.0,0.0,1002.8,99.0,4.6938252,12.429127,265.60138,280.0079,2022-11-07,4,Sundsvall
2.3270001,0.0,0.0,1002.6,100.0,5.3517847,13.397612,289.6539,300.69965,2022-11-07,5,Sundsvall
1.477,0.0,0.0,1002.9,91.0,4.68,11.298495,270.0,292.47946,2022-11-07,6,Sundsvall
0.727,0.0,0.0,1002.9,100.0,5.315336,11.966954,298.30066,313.7812,2022-11-07,7,Sundsvall
2.277,0.0,0.0,1002.9,100.0,5.1544156,9.290511,282.09473,324.46225,2022-11-07,8,Sundsvall
3.0770001,0.0,0.0,1002.6,100.0,3.8939953,7.172949,303.6901,342.47433,2022-11-07,9,Sundsvall
3.8270001,0.1,0.0,1002.2,100.0,2.968636,4.73506,345.9637,8.746089,2022-11-07,10,Sundsvall
4.027,0.5,0.0,1001.7,100.0,3.6,5.1919937,36.86999,33.6901,2022-11-07,11,Sundsvall
4.277,0.7,0.0,1001.6,100.0,3.8268526,6.9527545,48.814175,68.74943,2022-11-07,12,Sundsvall
4.327,1.4,0.0,1001.1,100.0,5.1165614,9.339208,39.289394,62.447273,2022-11-07,13,Sundsvall
4.327,0.8,0.0,1000.5,100.0,5.6233797,12.074766,50.194473,63.435013,2022-11-07,14,Sundsvall
4.377,0.5,0.0,1000.2,100.0,6.6087217,13.608762,29.357658,52.523746,2022-11-07,15,Sundsvall
4.4769998,0.4,0.0,999.7,100.0,6.830519,15.30741,18.435053,41.185837,2022-11-07,16,Sundsvall
4.627,0.2,0.0,999.3,100.0,6.0347,15.30741,17.354122,41.185837,2022-11-07,17,Sundsvall
4.8269997,0.3,0.0,999.2,100.0,6.638072,16.135872,12.528798,38.65983,2022-11-07,18,Sundsvall
4.777,0.3,0.0,999.0,100.0,7.5942073,16.79314,5.4402504,30.963696,2022-11-07,19,Sundsvall
4.677,0.3,0.0,999.1,100.0,7.5942073,17.068707,5.4402504,27.645891,2022-11-07,20,Sundsvall
4.627,0.2,0.0,999.5,100.0,8.12197,17.709658,12.804273,26.564985,2022-11-07,21,Sundsvall
4.427,0.1,0.0,999.8,100.0,8.287822,17.654688,2.4894993,20.282646,2022-11-07,22,Sundsvall
4.177,0.2,0.0,1000.1,100.0,7.9526596,17.462782,354.80566,14.322761,2022-11-07,23,Sundsvall
3.727,0.2,0.0,1000.6,100.0,7.0911775,15.986595,336.0375,352.23492,2022-11-08,0,Sundsvall
3.677,0.1,0.0,1001.0,100.0,8.049845,16.394829,333.43503,351.15826,2022-11-08,1,Sundsvall
3.5770001,0.0,0.0,1001.4,100.0,8.427383,17.106628,340.0168,351.52893,2022-11-08,2,Sundsvall
3.227,0.2,0.0,1001.9,100.0,6.830519,15.226764,341.56494,353.21112,2022-11-08,3,Sundsvall
3.177,0.1,0.0,1002.3,100.0,5.6233797,11.620809,309.8055,343.8107,2022-11-08,4,Sundsvall
3.177,0.0,0.0,1002.7,100.0,5.1165614,10.948973,309.28937,332.5925,2022-11-08,5,Sundsvall
3.227,0.0,0.0,1003.0,100.0,4.8433046,10.636766,318.01288,336.0375,2022-11-08,6,Sundsvall
3.227,0.0,0.0,1003.5,100.0,5.1919937,10.514218,303.6901,321.9529,2022-11-08,7,Sundsvall
3.427,0.0,0.0,1004.1,100.0,5.3999996,10.233123,306.86996,320.7106,2022-11-08,8,Sundsvall
3.727,0.0,0.0,1004.4,100.0,3.4152596,7.5685663,341.56494,334.65387,2022-11-08,9,Sundsvall
3.877,0.0,0.0,1004.6,100.0,1.9386592,3.9763298,338.19852,354.80566,2022-11-08,10,Sundsvall
3.977,0.1,0.0,1005.0,100.0,1.5273507,2.3051248,44.999897,38.65983,2022-11-08,11,Sundsvall
2.927,0.1,0.0,1005.3,100.0,3.396233,5.8048253,57.99466,60.255207,2022-11-08,12,Sundsvall
2.877,0.0,0.0,1005.5,100.0,3.2599385,5.506941,96.340096,101.3099,2022-11-08,13,Sundsvall
2.677,0.0,0.0,1005.4,100.0,4.32,7.289444,90.0,110.22495,2022-11-08,14,Sundsvall
2.477,0.0,0.0,1005.3,100.0,5.04,9.793058,90.0,107.10281,2022-11-08,15,Sundsvall
2.377,0.1,0.0,1005.1,100.0,5.4477882,10.636766,97.59455,113.962494,2022-11-08,16,Sundsvall
2.3270001,0.0,0.0,1004.8,100.0,7.208994,13.276144,92.86235,102.5288,2022-11-08,17,Sundsvall
2.027,0.2,0.0,1004.9,100.0,7.9526596,15.84409,84.805664,91.301926,2022-11-08,18,Sundsvall
1.577,1.3,0.0,1005.1,100.0,9.007196,18.03237,87.70944,93.43356,2022-11-08,19,Sundsvall
1.327,1.9,0.0,1005.0,100.0,10.594036,20.523155,80.21766,91.005066,2022-11-08,20,Sundsvall
1.227,1.4,0.01,1004.9,100.0,12.7279215,21.24305,81.86999,89.029,2022-11-08,21,Sundsvall
1.177,1.5,0.01,1004.4,100.0,13.849476,21.288757,81.02746,86.12155,2022-11-08,22,Sundsvall
1.127,1.1,0.01,1003.8,100.0,14.512064,25.223133,82.875084,87.54603,2022-11-08,23,Sundsvall
1.477,0.7,0.02,1003.6,100.0,12.496719,24.490587,78.366394,91.68465,2022-11-09,0,Sundsvall
1.777,1.0,0.02,1003.1,100.0,12.979984,27.722336,70.559875,90.74404,2022-11-09,1,Sundsvall
2.0770001,1.1,0.02,1002.7,100.0,13.441071,29.16889,69.62349,91.41439,2022-11-09,2,Sundsvall
2.177,1.6,0.02,1002.3,100.0,16.45007,31.75355,66.80139,86.09958,2022-11-09,3,Sundsvall
2.027,1.7,0.02,1001.7,100.0,17.377226,36.504074,76.827446,84.90798,2022-11-09,4,Sundsvall
1.9269999,1.2,0.02,1001.5,100.0,17.462782,34.03095,75.677246,83.92764,2022-11-09,5,Sundsvall
2.0770001,0.8,0.03,1001.4,100.0,17.727943,33.04361,77.09259,82.487946,2022-11-09,6,Sundsvall
2.177,0.5,0.03,1001.0,100.0,16.862455,30.009838,73.88651,79.633736,2022-11-09,7,Sundsvall
2.377,0.3,0.03,1000.6,100.0,14.934577,29.17777,74.623695,80.77019,2022-11-09,8,Sundsvall
2.8270001,0.3,0.03,1000.7,100.0,13.32,26.932714,71.075264,81.54506,2022-11-09,9,Sundsvall
3.227,0.3,0.03,1000.1,100.0,13.1041975,26.552288,69.075424,77.4712,2022-11-09,10,Sundsvall
3.677,0.1,0.03,999.8,100.0,11.435313,24.18707,61.821507,75.34321,2022-11-09,11,Sundsvall
3.477,0.3,0.03,1000.2,100.0,12.074766,23.906818,63.435013,71.564964,2022-11-09,12,Sundsvall
3.5770001,0.2,0.03,999.9,100.0,13.237039,25.071096,67.61982,74.16755,2022-11-09,13,Sundsvall
3.5270002,1.3,0.03,999.6,100.0,11.726277,23.051247,72.12121,75.52967,2022-11-09,14,Sundsvall
3.5270002,0.1,0.03,999.2,100.0,10.966713,21.518847,66.801384,72.47434,2022-11-09,15,Sundsvall
3.627,0.2,0.03,999.1,100.0,7.9932966,17.31746,54.16227,69.30447,2022-11-09,16,Sundsvall
3.5770001,0.1,0.03,999.0,100.0,7.7043357,15.876775,37.405437,57.030594,2022-11-09,17,Sundsvall
3.5270002,0.0,0.03,998.8,100.0,6.8777895,14.336861,42.878906,61.504463,2022-11-09,18,Sundsvall
3.677,0.0,0.03,999.1,100.0,5.8603754,12.55879,47.489597,62.70051,2022-11-09,19,Sundsvall
3.5270002,0.0,0.02,999.2,100.0,2.5959969,9.659814,33.6901,63.435013,2022-11-09,20,Sundsvall
3.627,0.0,0.02,999.4,100.0,2.968636,10.390226,75.96373,75.96373,2022-11-09,21,Sundsvall
3.727,0.1,0.02,999.3,100.0,4.3349743,11.165805,94.76356,88.15243,2022-11-09,22,Sundsvall
3.8270001,0.1,0.02,999.4,100.0,5.04,11.901798,90.0,86.531845,2022-11-09,23,Sundsvall
3.7770002,0.0,0.02,999.9,100.0,4.3349743,11.659777,94.76356,98.88058,2022-11-10,0,Sundsvall
3.877,0.0,0.02,999.9,100.0,5.1544156,12.0694,102.09474,107.35411,2022-11-10,1,Sundsvall
4.177,0.0,0.02,1000.0,100.0,4.3349743,9.693296,85.23644,111.801476,2022-11-10,2,Sundsvall
4.177,0.0,0.02,1000.0,100.0,2.968636,5.95906,75.96373,154.98314,2022-11-10,3,Sundsvall
4.277,0.0,0.02,1000.2,100.0,2.52,6.439876,90.0,206.56499,2022-11-10,4,Sundsvall
2.277,0.0,0.02,1000.4,100.0,5.4119864,10.233123,266.186,230.71062,2022-11-10,5,Sundsvall
3.7770002,0.0,0.02,1001.1,100.0,4.32,14.24163,270.0,249.27435,2022-11-10,6,Sundsvall
2.727,0.0,0.02,1001.9,51.0,6.489992,16.766108,266.82022,255.06853,2022-11-10,7,Sundsvall
3.5270002,0.0,0.02,1002.7,0.0,6.87779,18.888851,263.9911,262.33328,2022-11-10,8,Sundsvall
4.8269997,0.0,0.02,1003.3,0.0,7.5685663,16.203999,272.72626,271.273,2022-11-10,9,Sundsvall
5.627,0.0,0.02,1003.7,0.0,6.489992,13.339445,273.17978,273.094,2022-11-10,10,Sundsvall
6.277,0.0,0.02,1004.4,0.0,3.8773184,10.105681,248.19853,265.91446,2022-11-10,11,Sundsvall
5.677,0.0,0.02,1004.8,12.0,2.3051248,3.0758414,128.65984,200.55612,2022-11-10,12,Sundsvall
4.927,0.0,0.02,1005.0,100.0,4.379589,7.289445,99.46225,147.09476,2022-11-10,13,Sundsvall
3.927,0.0,0.02,1005.3,100.0,5.154415,10.041354,114.775116,165.4655,2022-11-10,14,Sundsvall
3.977,0.0,0.02,1005.3,100.0,5.1919937,11.525623,146.3099,194.47034,2022-11-10,15,Sundsvall
4.177,0.0,0.02,1005.0,100.0,6.151683,14.345898,159.44388,197.52567,2022-11-10,16,Sundsvall
4.027,0.0,0.02,1005.0,100.0,5.4119864,15.496736,176.186,210.73541,2022-11-10,17,Sundsvall
3.927,0.0,0.02,1004.1,100.0,7.5685663,18.193361,177.27374,207.07199,2022-11-10,18,Sundsvall
4.2269998,0.0,0.02,1003.6,100.0,6.87779,18.792551,173.99109,200.17073,2022-11-10,19,Sundsvall
3.477,0.0,0.02,1002.9,100.0,7.072878,22.19773,165.2564,188.39284,2022-11-10,20,Sundsvall
4.527,0.1,0.02,1002.0,100.0,5.95906,19.493261,154.98314,184.23631,2022-11-10,21,Sundsvall
4.7269998,0.0,0.02,1001.3,100.0,6.28713,20.192118,156.3706,191.30989,2022-11-10,22,Sundsvall
