load_SE,price_SE,flows_SE_Finland,flows_SE_Norway,flows_SE_Denmark,load_Finland,load_Norway,load_Germany,load_Denmark,hydro_storage_SE,date
9688.0,2.83,1092.0,0.0,0.0,9399.0,3567.0,56979.0,2890.0,2352000.0,2023-10-06 15:00:00
9635.0,2.83,903.0,0.0,0.0,9640.25,3559.0,58189.0,2824.0,2352000.0,2023-10-06 16:00:00
9476.0,1.98,588.0,17.0,0.0,9455.25,3521.0,59318.0,2707.0,2352000.0,2023-10-06 17:00:00
8976.0,1.14,503.0,632.0,0.0,9052.75,3417.0,55988.5,2570.0,2352000.0,2023-10-06 18:00:00
8460.0,0.05,765.0,824.0,7.0,8944.75,3322.0,51575.0,2478.0,2352000.0,2023-10-06 19:00:00
8052.0,-0.09,854.0,857.0,213.0,8647.5,3229.0,47736.25,2486.0,2352000.0,2023-10-06 20:00:00
7730.0,-1.2,854.0,690.0,537.0,8216.5,3141.0,44758.5,2413.0,2352000.0,2023-10-06 21:00:00
7428.0,-3.41,854.0,516.0,574.0,8019.0,3031.0,42618.25,2345.0,2352000.0,2023-10-06 22:00:00
7350.0,-3.41,854.0,610.0,409.0,7783.5,2937.0,41101.75,2252.0,2352000.0,2023-10-06 23:00:00
7457.0,-3.63,854.0,559.0,468.0,7744.5,2840.0,39797.0,2162.0,2352000.0,2023-10-07 00:00:00
7592.0,-4.31,854.0,659.0,697.0,7676.75,2805.0,39130.0,2067.0,2352000.0,2023-10-07 01:00:00
7505.0,-3.48,854.0,793.0,714.0,7742.75,2822.0,39856.0,2028.0,2352000.0,2023-10-07 02:00:00
7591.0,-3.79,854.0,765.0,714.0,7968.75,2870.0,40307.0,1999.0,2352000.0,2023-10-07 03:00:00
7856.0,-3.07,854.0,843.0,702.0,8101.25,2993.0,42272.0,2074.0,2352000.0,2023-10-07 04:00:00
8175.0,-1.66,854.0,774.0,533.0,8251.0,3169.0,44866.25,2084.0,2352000.0,2023-10-07 05:00:00
8513.0,-0.19,854.0,786.0,544.0,8532.0,3377.0,48413.25,2170.0,2352000.0,2023-10-07 06:00:00
8746.0,-0.08,854.0,149.0,702.0,8894.0,3501.0,49823.75,2236.0,2352000.0,2023-10-07 07:00:00
8751.0,-0.09,854.0,442.0,707.0,9061.5,3529.0,52235.5,2277.0,2352000.0,2023-10-07 08:00:00
8691.0,-0.19,854.0,204.0,581.0,9185.5,3362.0,52495.75,2313.0,2352000.0,2023-10-07 09:00:00
8510.0,-0.28,854.0,530.0,283.0,9130.5,3339.0,51855.75,2397.0,2352000.0,2023-10-07 10:00:00
8393.0,-0.38,854.0,940.0,37.0,9134.25,3291.0,50413.75,2422.0,2352000.0,2023-10-07 11:00:00
8357.0,-0.33,854.0,633.0,480.0,9163.75,3229.0,48524.25,2383.0,2352000.0,2023-10-07 12:00:00
8597.0,-0.08,854.0,350.0,700.0,9156.5,3242.0,48377.25,2246.0,2352000.0,2023-10-07 13:00:00
8866.0,0.0,854.0,178.0,714.0,9295.5,3334.0,48326.0,2213.0,2352000.0,2023-10-07 14:00:00
9363.0,0.38,854.0,0.0,714.0,9585.0,3535.0,49531.5,2354.0,2352000.0,2023-10-07 15:00:00
9803.0,1.19,773.0,0.0,714.0,9784.5,3687.0,51492.5,2359.0,2352000.0,2023-10-07 16:00:00
9734.0,0.7,452.0,265.0,714.0,9534.25,3748.0,51336.5,2234.0,2352000.0,2023-10-07 17:00:00
9325.0,0.0,453.0,571.0,714.0,9100.0,3654.0,48381.5,2135.0,2352000.0,2023-10-07 18:00:00
9011.0,-0.09,453.0,495.0,714.0,9144.75,3579.0,45278.25,2067.0,2352000.0,2023-10-07 19:00:00
8709.0,-1.03,453.0,577.0,715.0,8995.0,3474.0,43474.5,2012.0,2352000.0,2023-10-07 20:00:00
8492.0,-1.96,453.0,640.0,714.0,8630.75,3395.0,40489.75,1931.0,2352000.0,2023-10-07 21:00:00
8293.0,-1.68,453.0,428.0,714.0,8378.25,3292.0,37768.5,1879.0,2352000.0,2023-10-07 22:00:00
8176.0,-1.99,453.0,483.0,715.0,8245.75,3173.0,36335.5,1867.0,2352000.0,2023-10-07 23:00:00
8129.0,-2.04,453.0,550.0,715.0,8140.0,3126.0,35174.5,1797.0,2352000.0,2023-10-08 00:00:00
8001.0,-2.07,453.0,841.0,715.0,8089.75,3130.0,34481.25,1739.0,2352000.0,2023-10-08 01:00:00
8020.0,-2.05,453.0,881.0,715.0,8147.75,3101.0,33844.5,1684.0,2352000.0,2023-10-08 02:00:00
8084.0,-1.8,453.0,850.0,715.0,8260.75,3142.0,34261.75,1707.0,2352000.0,2023-10-08 03:00:00
8364.0,-1.1,453.0,673.0,715.0,8270.75,3247.0,35652.5,1786.0,2352000.0,2023-10-08 04:00:00
8502.0,-0.04,453.0,805.0,715.0,8236.0,3333.0,38016.0,1932.0,2352000.0,2023-10-08 05:00:00
8735.0,0.51,453.0,581.0,715.0,8549.75,3468.0,40985.25,2088.0,2352000.0,2023-10-08 06:00:00
8907.0,1.31,453.0,331.0,715.0,8835.75,3540.0,43884.75,2154.0,2352000.0,2023-10-08 07:00:00
8936.0,1.36,453.0,346.0,715.0,8919.75,3539.0,45952.25,2211.0,2352000.0,2023-10-08 08:00:00
8870.0,1.3,453.0,618.0,715.0,8844.25,3549.0,47828.5,2244.0,2352000.0,2023-10-08 09:00:00
8819.0,1.32,453.0,632.0,715.0,8701.25,3408.0,47275.0,2216.0,2352000.0,2023-10-08 10:00:00
8705.0,1.35,453.0,510.0,715.0,8575.5,3403.0,45852.75,2210.0,2352000.0,2023-10-08 11:00:00
8592.0,1.64,453.0,378.0,715.0,8540.5,3361.0,44345.75,2220.0,2352000.0,2023-10-08 12:00:00
8859.0,2.5,453.0,76.0,715.0,8623.0,3389.0,43723.75,2196.0,2352000.0,2023-10-08 13:00:00
9088.0,3.33,453.0,0.0,715.0,8776.5,3474.0,44291.5,2238.0,2352000.0,2023-10-08 14:00:00
9794.0,4.96,390.0,0.0,715.0,9032.0,3660.0,46251.75,2417.0,2352000.0,2023-10-08 15:00:00
10342.0,7.71,252.0,0.0,715.0,9374.5,3821.0,48141.25,2426.0,2352000.0,2023-10-08 16:00:00
10319.0,11.36,303.0,0.0,715.0,9210.0,3920.0,49155.5,2362.0,2352000.0,2023-10-08 17:00:00
9989.0,9.15,353.0,0.0,715.0,8862.5,3880.0,46996.5,2207.0,2352000.0,2023-10-08 18:00:00
9648.0,7.23,383.0,0.0,715.0,8991.75,3835.0,44930.0,2102.0,2352000.0,2023-10-08 19:00:00
9343.0,6.05,588.0,0.0,715.0,8841.0,3747.0,43168.0,1970.0,2352000.0,2023-10-08 20:00:00
8991.0,4.99,453.0,0.0,715.0,8631.75,3612.0,40435.75,1895.0,2352000.0,2023-10-08 21:00:00
8747.0,4.73,453.0,0.0,715.0,8473.75,3416.0,38188.25,1915.0,2351000.0,2023-10-08 22:00:00
8701.0,3.76,425.0,13.0,715.0,8419.5,3298.0,36933.75,1878.0,2351000.0,2023-10-08 23:00:00
8674.0,3.9,303.0,0.0,715.0,8341.25,3270.0,36663.75,1857.0,2351000.0,2023-10-09 00:00:00
8759.0,4.19,303.0,0.0,715.0,8371.25,3282.0,37455.5,1856.0,2351000.0,2023-10-09 01:00:00
8932.0,4.96,303.0,0.0,715.0,8723.75,3329.0,38744.25,1890.0,2351000.0,2023-10-09 02:00:00
9560.0,7.52,753.0,0.0,685.0,9419.75,3519.0,43115.0,2018.0,2351000.0,2023-10-09 03:00:00
10545.0,53.28,1168.0,0.0,262.0,9759.5,3965.0,52295.5,2359.0,2351000.0,2023-10-09 04:00:00
11060.0,111.8,1022.0,0.0,130.0,9720.25,4528.0,58056.5,2705.0,2351000.0,2023-10-09 05:00:00
11129.0,126.91,847.0,0.0,180.0,9778.5,4653.0,60584.25,2797.0,2351000.0,2023-10-09 06:00:00
10710.0,121.43,828.0,0.0,104.0,9772.5,4543.0,61580.25,2773.0,2351000.0,2023-10-09 07:00:00
10016.0,111.59,916.0,0.0,353.0,9681.75,4401.0,63019.0,2872.0,2351000.0,2023-10-09 08:00:00
9834.0,105.36,832.0,0.0,649.0,9521.5,4312.0,63744.75,2876.0,2351000.0,2023-10-09 09:00:00
9695.0,98.99,796.0,0.0,711.0,9372.25,4171.0,63378.25,2825.0,2351000.0,2023-10-09 10:00:00
9536.0,98.19,754.0,0.0,714.0,9288.0,4079.0,61773.5,2820.0,2351000.0,2023-10-09 11:00:00
9326.0,102.97,646.0,0.0,714.0,9199.5,4043.0,60785.0,2760.0,2351000.0,2023-10-09 12:00:00
9349.0,107.28,493.0,0.0,714.0,9192.75,4049.0,59891.25,2671.0,2351000.0,2023-10-09 13:00:00
9513.0,110.31,453.0,0.0,714.0,9164.5,4181.0,59214.25,2676.0,2351000.0,2023-10-09 14:00:00
10031.0,129.32,453.0,0.0,701.0,9185.75,4233.0,59455.0,2789.0,2351000.0,2023-10-09 15:00:00
10455.0,189.22,453.0,0.0,713.0,9469.25,4310.0,59951.75,2738.0,2351000.0,2023-10-09 16:00:00
10431.0,221.7,453.0,0.0,714.0,9342.75,4373.0,60480.75,2643.0,2351000.0,2023-10-09 17:00:00
10251.0,180.07,375.0,0.0,714.0,8977.5,4339.0,57177.0,2484.0,2351000.0,2023-10-09 18:00:00
9909.0,129.57,447.0,0.0,715.0,9064.5,4231.0,53426.75,2341.0,2351000.0,2023-10-09 19:00:00
9719.0,52.09,553.0,0.0,715.0,9043.0,4082.0,49298.75,2195.0,2351000.0,2023-10-09 20:00:00
9408.0,10.56,431.0,0.0,715.0,8849.75,3851.0,45940.75,2066.0,2351000.0,2023-10-09 21:00:00
9288.0,28.24,425.0,0.0,715.0,8652.25,3603.0,44041.0,2002.0,2351000.0,2023-10-09 22:00:00
9208.0,8.83,452.0,0.0,715.0,8529.75,3481.0,42631.25,1998.0,2351000.0,2023-10-09 23:00:00
9188.0,8.23,266.0,0.0,715.0,8485.25,3474.0,41658.0,1971.0,2351000.0,2023-10-10 00:00:00
9190.0,8.6,252.0,9.0,715.0,8532.75,3479.0,41975.75,1940.0,2351000.0,2023-10-10 01:00:00
9362.0,17.14,252.0,0.0,715.0,8788.5,3472.0,43098.25,1951.0,2351000.0,2023-10-10 02:00:00
9495.0,50.14,524.0,0.0,715.0,9437.0,3572.0,46349.0,2058.0,2351000.0,2023-10-10 03:00:00
10326.0,126.88,956.0,0.0,678.0,9756.0,4075.0,53939.25,2418.0,2351000.0,2023-10-10 04:00:00
10913.0,201.92,1091.0,0.0,160.0,9644.0,4605.0,59028.75,2713.0,2351000.0,2023-10-10 05:00:00
10625.0,198.63,1004.0,0.0,11.0,9666.25,4722.0,61087.0,2811.0,2351000.0,2023-10-10 06:00:00
10476.0,132.1,1004.0,0.0,429.0,9663.25,4654.0,61613.5,2811.0,2351000.0,2023-10-10 07:00:00
10421.0,116.2,1070.0,0.0,652.0,9643.0,4464.0,63106.0,2859.0,2351000.0,2023-10-10 08:00:00
10143.0,104.16,1204.0,0.0,711.0,9546.75,4322.0,63578.75,2817.0,2351000.0,2023-10-10 09:00:00
9853.0,94.33,1204.0,0.0,698.0,9361.75,4138.0,62374.0,2815.0,2351000.0,2023-10-10 10:00:00
9663.0,51.63,1204.0,0.0,380.0,9285.75,4044.0,60588.25,2908.0,2351000.0,2023-10-10 11:00:00
9660.0,46.81,1148.0,203.0,580.0,9127.0,4032.0,59228.5,2929.0,2351000.0,2023-10-10 12:00:00
9727.0,41.05,717.0,133.0,615.0,9062.25,4113.0,58848.25,2885.0,2351000.0,2023-10-10 13:00:00
9846.0,47.6,702.0,16.0,680.0,9160.5,4262.0,58750.75,2892.0,2351000.0,2023-10-10 14:00:00
10217.0,42.73,629.0,50.0,712.0,9358.0,4371.0,59865.75,2947.0,2351000.0,2023-10-10 15:00:00
10302.0,26.38,584.0,351.0,681.0,9662.5,4270.0,61075.0,2921.0,2351000.0,2023-10-10 16:00:00
9963.0,4.92,488.0,1103.0,190.0,9605.5,4208.0,62547.25,2794.0,2351000.0,2023-10-10 17:00:00
9706.0,2.05,123.0,1696.0,0.0,9059.5,4094.0,59700.75,2718.0,2351000.0,2023-10-10 18:00:00
9074.0,0.01,333.0,1826.0,0.0,9063.25,3926.0,55276.75,2674.0,2351000.0,2023-10-10 19:00:00
8538.0,-1.74,877.0,1205.0,4.0,8770.75,3698.0,51665.75,2598.0,2351000.0,2023-10-10 20:00:00
8103.0,-3.08,577.0,1237.0,59.0,8377.25,3488.0,47553.75,2469.0,2351000.0,2023-10-10 21:00:00
7932.0,-4.54,490.0,1082.0,0.0,8223.5,3190.0,43862.75,2530.0,2351000.0,2023-10-10 22:00:00
7571.0,-4.98,248.0,1146.0,20.0,8113.0,2983.0,42416.0,2455.0,2351000.0,2023-10-10 23:00:00
7558.0,-5.09,213.0,1181.0,0.0,8024.75,2950.0,41964.0,2421.0,2351000.0,2023-10-11 00:00:00
7442.0,-5.15,133.0,1262.0,0.0,8043.25,2904.0,41987.0,2410.0,2351000.0,2023-10-11 01:00:00
7380.0,-4.86,153.0,1152.0,4.0,8235.75,2906.0,43337.25,2430.0,2351000.0,2023-10-11 02:00:00
7787.0,-3.45,529.0,1157.0,27.0,8914.25,2983.0,47186.5,2479.0,2351000.0,2023-10-11 03:00:00
8830.0,-1.1,524.0,829.0,0.0,9363.25,3259.0,54577.75,2751.0,2351000.0,2023-10-11 04:00:00
9532.0,0.01,7.0,905.0,70.0,9471.25,3622.0,59525.75,2982.0,2351000.0,2023-10-11 05:00:00
9634.0,1.6,0.0,672.0,1.0,9555.0,3709.0,62087.75,3046.0,2351000.0,2023-10-11 06:00:00
9702.0,2.09,0.0,640.0,19.0,9550.25,3790.0,62644.75,3158.0,2351000.0,2023-10-11 07:00:00
9888.0,2.48,96.0,599.0,5.0,9530.25,3710.0,63164.75,3156.0,2351000.0,2023-10-11 08:00:00
9850.0,1.05,481.0,1009.0,0.0,9519.75,3625.0,62893.0,3237.0,2351000.0,2023-10-11 09:00:00
9679.0,0.0,712.0,481.0,2.0,9400.75,3610.0,62560.75,3239.0,2351000.0,2023-10-11 10:00:00
9544.0,-0.06,971.0,158.0,187.0,9339.0,3518.0,61158.0,3219.0,2351000.0,2023-10-11 11:00:00
9312.0,-0.04,753.0,606.0,0.0,9199.0,3542.0,60163.0,3201.0,2351000.0,2023-10-11 12:00:00
9245.0,0.06,753.0,1196.0,0.0,9175.0,3621.0,59459.25,3047.0,2351000.0,2023-10-11 13:00:00
9463.0,1.17,753.0,1072.0,0.0,9133.0,3723.0,59309.0,2901.0,2351000.0,2023-10-11 14:00:00
9791.0,1.32,753.0,1139.0,0.0,9296.5,3818.0,59778.25,2970.0,2351000.0,2023-10-11 15:00:00
10104.0,0.87,733.0,1205.0,0.0,9481.25,3843.0,61405.25,2888.0,2351000.0,2023-10-11 16:00:00
9973.0,0.0,227.0,1550.0,0.0,9308.25,3911.0,63398.0,2817.0,2351000.0,2023-10-11 17:00:00
9702.0,-0.96,89.0,1585.0,0.0,8823.0,3871.0,59404.0,2694.0,2351000.0,2023-10-11 18:00:00
9248.0,-2.03,265.0,1148.0,51.0,8769.75,3781.0,55195.5,2547.0,2351000.0,2023-10-11 19:00:00
8805.0,-3.21,14.0,1321.0,0.0,8542.0,3618.0,51180.25,2422.0,2351000.0,2023-10-11 20:00:00
8408.0,-5.08,0.0,1493.0,0.0,8211.25,3353.0,47779.5,2257.0,2351000.0,2023-10-11 21:00:00
8109.0,-7.6,0.0,1475.0,0.0,8001.0,3170.0,46196.75,2224.0,2351000.0,2023-10-11 22:00:00
7909.0,-10.0,0.0,1475.0,0.0,7898.75,3027.0,44884.25,2217.0,2351000.0,2023-10-11 23:00:00
7771.0,-10.08,0.0,1527.0,0.0,7857.25,2938.0,43359.5,2187.0,2351000.0,2023-10-12 00:00:00
7693.0,-10.39,0.0,1405.0,0.0,7819.0,2921.0,42787.75,2133.0,2351000.0,2023-10-12 01:00:00
7698.0,-10.03,0.0,1304.0,0.0,8107.0,2932.0,43370.5,2139.0,2351000.0,2023-10-12 02:00:00
7991.0,-4.41,0.0,1184.0,0.0,8836.25,3071.0,47752.25,2290.0,2351000.0,2023-10-12 03:00:00
9098.0,-2.17,89.0,1000.0,0.0,9333.0,3494.0,56429.5,2541.0,2351000.0,2023-10-12 04:00:00
10051.0,-0.36,103.0,1346.0,2.0,9440.5,3986.0,61679.25,2803.0,2351000.0,2023-10-12 05:00:00
10249.0,0.0,103.0,1177.0,73.0,9569.0,4073.0,63542.5,2902.0,2351000.0,2023-10-12 06:00:00
10032.0,0.0,103.0,1392.0,25.0,9535.75,3995.0,64337.25,2958.0,2351000.0,2023-10-12 07:00:00
9987.0,-0.11,103.0,1542.0,0.0,9524.0,4010.0,65299.0,3029.0,2351000.0,2023-10-12 08:00:00
9709.0,-1.1,103.0,1512.0,0.0,9518.5,3971.0,66043.75,3038.0,2351000.0,2023-10-12 09:00:00
9425.0,-1.94,103.0,1380.0,1.0,9485.75,3823.0,65287.0,2945.0,2351000.0,2023-10-12 10:00:00
9366.0,-2.09,103.0,1809.0,54.0,9402.25,3917.0,64321.75,2872.0,2351000.0,2023-10-12 11:00:00
9406.0,-2.09,103.0,2038.0,198.0,9274.75,3957.0,62889.25,2815.0,2351000.0,2023-10-12 12:00:00
9606.0,-2.07,103.0,1590.0,437.0,9313.25,3946.0,62126.5,2712.0,2351000.0,2023-10-12 13:00:00
9688.0,-2.03,103.0,1044.0,695.0,9344.75,4000.0,60838.75,2692.0,2351000.0,2023-10-12 14:00:00
10015.0,-1.1,103.0,680.0,714.0,9621.25,3997.0,60543.0,2746.0,2351000.0,2023-10-12 15:00:00
10338.0,-0.11,103.0,447.0,715.0,9851.25,4155.0,61315.0,2708.0,2351000.0,2023-10-12 16:00:00
10292.0,-0.1,39.0,633.0,715.0,9672.25,4146.0,61522.0,2630.0,2351000.0,2023-10-12 17:00:00
9995.0,-0.76,0.0,675.0,715.0,9222.25,4051.0,57837.0,2501.0,2351000.0,2023-10-12 18:00:00
9547.0,-1.07,0.0,397.0,716.0,9170.25,3968.0,54360.0,2382.0,2351000.0,2023-10-12 19:00:00
8951.0,-1.67,0.0,767.0,716.0,8912.0,3813.0,50162.0,2278.0,2351000.0,2023-10-12 20:00:00
8548.0,-2.07,0.0,523.0,716.0,8541.5,3083.0,46222.0,2087.0,2351000.0,2023-10-12 21:00:00
8274.0,-2.08,0.0,535.0,715.0,8393.0,3332.0,43856.75,1978.0,2351000.0,2023-10-12 22:00:00
8070.0,-2.03,0.0,580.0,715.0,8225.75,3222.0,42063.25,1949.0,2351000.0,2023-10-12 23:00:00
8040.0,-1.25,0.0,849.0,715.0,8113.75,3255.0,40682.75,1960.0,2351000.0,2023-10-13 00:00:00
8125.0,-0.19,0.0,893.0,715.0,8160.0,3267.0,41629.25,1960.0,2351000.0,2023-10-13 01:00:00
7927.0,0.53,0.0,353.0,715.0,8450.25,3239.0,42389.0,1970.0,2351000.0,2023-10-13 02:00:00
8463.0,2.96,62.0,0.0,715.0,9215.0,3312.0,46294.25,2068.0,2351000.0,2023-10-13 03:00:00
9639.0,6.18,15.0,0.0,715.0,9628.5,3880.0,54337.0,2368.0,2351000.0,2023-10-13 04:00:00
10458.0,47.51,0.0,0.0,705.0,9572.0,4368.0,60208.75,2756.0,2351000.0,2023-10-13 05:00:00
10547.0,51.15,479.0,0.0,557.0,9641.5,4460.0,62836.75,2902.0,2351000.0,2023-10-13 06:00:00
10332.0,48.56,804.0,0.0,392.0,9587.25,4298.0,63812.25,2901.0,2351000.0,2023-10-13 07:00:00
10330.0,46.1,841.0,0.0,431.0,9570.75,4245.0,63996.5,2928.0,2351000.0,2023-10-13 08:00:00
10124.0,34.24,827.0,434.0,78.0,9456.5,4331.0,64019.75,2936.0,2351000.0,2023-10-13 09:00:00
10130.0,9.92,951.0,1039.0,0.0,9455.25,4226.0,63279.5,2924.0,2351000.0,2023-10-13 10:00:00
9952.0,7.13,1164.0,1285.0,0.0,9378.75,4152.0,61155.75,2981.0,2351000.0,2023-10-13 11:00:00
9744.0,4.42,1174.0,1299.0,0.0,9313.25,4119.0,58829.75,2943.0,2351000.0,2023-10-13 12:00:00
9847.0,4.24,1203.0,1490.0,0.0,9399.5,4133.0,58525.75,2901.0,2351000.0,2023-10-13 13:00:00
10168.0,4.26,1205.0,1547.0,0.0,9429.25,4174.0,58790.25,2820.0,2351000.0,2023-10-13 14:00:00
10254.0,3.6,1127.0,1763.0,0.0,9673.0,4227.0,59209.5,2815.0,2351000.0,2023-10-13 15:00:00
10312.0,3.94,1099.0,1721.0,0.0,9832.0,4243.0,60287.75,2765.0,2351000.0,2023-10-13 16:00:00
9863.0,2.7,1047.0,1598.0,0.0,9584.75,4101.0,60291.25,2622.0,2351000.0,2023-10-13 17:00:00
9236.0,1.09,1074.0,1397.0,0.0,9191.25,3934.0,56114.0,2477.0,2351000.0,2023-10-13 18:00:00
8639.0,-0.1,1010.0,1407.0,0.0,9149.75,3783.0,51984.0,2380.0,2351000.0,2023-10-13 19:00:00
8250.0,-2.01,905.0,1136.0,162.0,8901.25,3577.0,49008.0,2285.0,2351000.0,2023-10-13 20:00:00
7974.0,-2.98,758.0,694.0,603.0,8539.0,3402.0,45834.5,2281.0,2351000.0,2023-10-13 21:00:00
7575.0,-1.25,591.0,510.0,659.0,8289.75,3224.0,43528.0,2270.0,2351000.0,2023-10-13 22:00:00
7419.0,-2.06,412.0,826.0,482.0,8134.5,3145.0,41106.25,2174.0,2351000.0,2023-10-13 23:00:00
7327.0,-2.77,102.0,1041.0,347.0,8000.0,3060.0,41101.75,2200.0,2351000.0,2023-10-14 00:00:00
7159.0,-3.43,534.0,898.0,198.0,8007.25,3001.0,40803.5,2135.0,2351000.0,2023-10-14 01:00:00
7203.0,-3.95,703.0,750.0,17.0,8027.25,3018.0,39663.5,2249.0,2351000.0,2023-10-14 02:00:00
7405.0,-4.37,703.0,818.0,266.0,8211.25,3054.0,40286.5,2288.0,2351000.0,2023-10-14 03:00:00
7686.0,-3.02,695.0,807.0,441.0,8263.5,3157.0,42257.0,2352.0,2351000.0,2023-10-14 04:00:00
8077.0,-2.6,44.0,1324.0,31.0,8323.75,3322.0,44416.25,2288.0,2351000.0,2023-10-14 05:00:00
8417.0,-2.03,135.0,1321.0,0.0,8534.5,3446.0,48246.0,2439.0,2351000.0,2023-10-14 06:00:00
8692.0,-2.03,307.0,1335.0,0.0,8705.0,3599.0,50868.75,2590.0,2351000.0,2023-10-14 07:00:00
8720.0,-2.19,571.0,1538.0,0.0,8852.25,3690.0,52190.75,2651.0,2351000.0,2023-10-14 08:00:00
8861.0,-2.19,815.0,1460.0,0.0,8883.5,3690.0,53373.25,2754.0,2351000.0,2023-10-14 09:00:00
8794.0,-2.6,1016.0,1315.0,0.0,8900.25,3605.0,53119.0,2840.0,2351000.0,2023-10-14 10:00:00
8743.0,-2.62,1119.0,1240.0,0.0,8825.0,3492.0,51111.0,2805.0,2351000.0,2023-10-14 11:00:00
8853.0,-2.11,727.0,1204.0,0.0,8800.25,3391.0,49889.5,2720.0,2351000.0,2023-10-14 12:00:00
9015.0,-1.25,737.0,1292.0,0.0,8902.75,3415.0,48772.0,2504.0,2351000.0,2023-10-14 13:00:00
9096.0,-1.02,816.0,1272.0,0.0,9025.25,3514.0,48148.5,2533.0,2351000.0,2023-10-14 14:00:00
9274.0,0.0,332.0,1230.0,0.0,9305.25,3580.0,49920.5,2678.0,2351000.0,2023-10-14 15:00:00
9578.0,0.01,109.0,1364.0,0.0,9423.75,3751.0,51440.75,2662.0,2351000.0,2023-10-14 16:00:00
9314.0,0.0,198.0,1512.0,0.0,9164.5,3721.0,51360.75,2537.0,2351000.0,2023-10-14 17:00:00
9063.0,-1.07,643.0,1545.0,0.0,8766.75,3662.0,48700.75,2445.0,2351000.0,2023-10-14 18:00:00
8679.0,-1.27,980.0,1476.0,0.0,8772.75,3533.0,46330.75,2370.0,2351000.0,2023-10-14 19:00:00
8452.0,-2.24,1081.0,1426.0,0.0,8592.75,3341.0,44302.25,2286.0,2351000.0,2023-10-14 20:00:00
8103.0,-3.08,980.0,1382.0,0.0,8203.0,3264.0,41958.25,2200.0,2351000.0,2023-10-14 21:00:00
7709.0,-4.37,917.0,1270.0,0.0,8014.0,3158.0,39692.75,2147.0,2351000.0,2023-10-14 22:00:00
7573.0,-4.4,1104.0,1290.0,0.0,7960.0,3022.0,38017.5,2099.0,2351000.0,2023-10-14 23:00:00
7486.0,-4.43,1104.0,1452.0,0.0,7806.25,2965.0,38124.5,2054.0,2351000.0,2023-10-15 00:00:00
7381.0,-4.35,1104.0,1361.0,0.0,7757.75,2930.0,37953.0,2034.0,2351000.0,2023-10-15 01:00:00
7342.0,-4.33,1104.0,1378.0,0.0,7820.75,2945.0,37754.75,2019.0,2351000.0,2023-10-15 02:00:00
7609.0,-3.97,1104.0,1247.0,0.0,7949.25,2953.0,37477.5,2044.0,2351000.0,2023-10-15 03:00:00
7765.0,-3.32,1105.0,1092.0,0.0,8041.5,3046.0,38952.25,2116.0,2351000.0,2023-10-15 04:00:00
8054.0,-3.01,537.0,1212.0,0.0,8142.0,3169.0,40617.25,2236.0,2351000.0,2023-10-15 05:00:00
8397.0,-2.61,302.0,1223.0,0.0,8358.75,3262.0,43890.0,2354.0,2351000.0,2023-10-15 06:00:00
8775.0,-3.03,13.0,1390.0,1.0,8623.75,3451.0,46360.5,2489.0,2351000.0,2023-10-15 07:00:00
8787.0,-3.01,0.0,1646.0,0.0,8763.5,3517.0,48807.75,2577.0,2351000.0,2023-10-15 08:00:00
8675.0,-3.04,0.0,1685.0,56.0,8765.75,3544.0,50972.0,2708.0,2351000.0,2023-10-15 09:00:00
8663.0,-3.07,0.0,1675.0,1.0,8680.5,3525.0,51635.5,2885.0,2351000.0,2023-10-15 10:00:00
8510.0,-3.06,0.0,1576.0,112.0,8711.0,3482.0,49510.75,2844.0,2351000.0,2023-10-15 11:00:00
8560.0,-2.61,0.0,1483.0,0.0,8778.75,3454.0,47769.0,2798.0,2351000.0,2023-10-15 12:00:00
8826.0,-2.1,0.0,1486.0,20.0,8814.5,3462.0,47146.75,2702.0,2351000.0,2023-10-15 13:00:00
9285.0,-1.12,0.0,1452.0,0.0,8937.25,3527.0,46473.0,2523.0,2351000.0,2023-10-15 14:00:00
9956.0,-0.03,0.0,1242.0,0.0,9293.75,3643.0,48663.5,2598.0,2351000.0,2023-10-15 15:00:00
10458.0,0.0,0.0,792.0,0.0,9449.0,3859.0,51778.0,2578.0,2351000.0,2023-10-15 16:00:00
10226.0,-0.01,0.0,936.0,0.0,9218.25,3955.0,53030.75,2493.0,2351000.0,2023-10-15 17:00:00
9877.0,-0.46,0.0,1618.0,0.0,8810.25,3997.0,50454.75,2365.0,2351000.0,2023-10-15 18:00:00
9671.0,-1.1,0.0,1360.0,0.0,8923.5,3882.0,48147.75,2301.0,2351000.0,2023-10-15 19:00:00
9405.0,-1.26,0.0,1465.0,0.0,8805.5,3764.0,46887.0,2179.0,2351000.0,2023-10-15 20:00:00
9178.0,-2.07,0.0,1291.0,1.0,8484.75,3573.0,43923.25,2081.0,2351000.0,2023-10-15 21:00:00
8766.0,-2.05,0.0,1229.0,0.0,8267.75,3393.0,43034.0,2043.0,2277000.0,2023-10-15 22:00:00
8724.0,-2.07,0.0,1206.0,0.0,8182.0,3308.0,41345.25,1973.0,2277000.0,2023-10-15 23:00:00
8695.0,-2.09,0.0,1207.0,0.0,8158.0,3305.0,40934.5,1942.0,2277000.0,2023-10-16 00:00:00
8634.0,-2.08,0.0,1153.0,1.0,8194.25,3305.0,41285.75,1916.0,2277000.0,2023-10-16 01:00:00
