load_SE,price_SE,flows_SE_Finland,flows_SE_Norway,flows_SE_Denmark,load_Finland,load_Norway,load_Germany,load_Denmark,hydro_storage_SE,date
7877.0,34.91,1207.0,803.0,157.0,8284.0,3043.0,40136.5,1983.0,1724000.0,2022-10-31 23:00:00
7673.0,34.91,1207.0,1229.0,0.0,8116.0,2923.0,39444.0,1950.0,1724000.0,2022-11-01 00:00:00
7504.0,35.31,1208.0,1285.0,0.0,8038.0,2861.0,39040.5,1948.0,1724000.0,2022-11-01 01:00:00
7471.0,36.11,1209.0,1265.0,0.0,8027.0,2865.0,39132.25,2000.0,1724000.0,2022-11-01 02:00:00
7518.0,37.83,1202.0,1240.0,0.0,8252.0,2855.0,40332.75,2036.0,1724000.0,2022-11-01 03:00:00
7878.0,48.82,1202.0,712.0,8.0,8880.0,2998.0,42189.5,2280.0,1724000.0,2022-11-01 04:00:00
8795.0,59.95,837.0,320.0,376.0,9163.0,3442.0,45796.0,2483.0,1724000.0,2022-11-01 05:00:00
9563.0,77.99,805.0,396.0,153.0,9191.0,3937.0,48417.75,2716.0,1724000.0,2022-11-01 06:00:00
9799.0,84.4,805.0,378.0,85.0,9204.0,4060.0,51505.25,2833.0,1724000.0,2022-11-01 07:00:00
9812.0,67.65,805.0,572.0,44.0,9193.0,4082.0,52345.75,2867.0,1724000.0,2022-11-01 08:00:00
9848.0,57.18,805.0,597.0,309.0,9169.0,4016.0,53665.5,2922.0,1724000.0,2022-11-01 09:00:00
9886.0,48.91,805.0,498.0,420.0,9093.0,3984.0,55653.75,2936.0,1724000.0,2022-11-01 10:00:00
9860.0,38.84,805.0,386.0,89.0,9046.0,3960.0,55442.5,2979.0,1724000.0,2022-11-01 11:00:00
9935.0,41.24,805.0,227.0,44.0,8997.0,3943.0,53753.0,2940.0,1724000.0,2022-11-01 12:00:00
9876.0,68.89,811.0,483.0,37.0,9048.0,3929.0,52045.25,2834.0,1724000.0,2022-11-01 13:00:00
10006.0,80.0,869.0,841.0,25.0,9240.0,4002.0,51586.75,2884.0,1724000.0,2022-11-01 14:00:00
10357.0,87.24,1048.0,652.0,6.0,9478.0,4113.0,52061.0,2856.0,1724000.0,2022-11-01 15:00:00
10593.0,111.75,1060.0,241.0,409.0,9444.0,4122.0,55861.0,2965.0,1724000.0,2022-11-01 16:00:00
10396.0,121.73,1107.0,188.0,583.0,9418.0,4005.0,56815.25,2927.0,1724000.0,2022-11-01 17:00:00
9899.0,99.63,1147.0,854.0,126.0,9216.0,3930.0,55242.25,2780.0,1724000.0,2022-11-01 18:00:00
9496.0,82.17,1207.0,1464.0,0.0,8891.0,3814.0,52548.75,2654.0,1724000.0,2022-11-01 19:00:00
8979.0,35.0,1207.0,1606.0,0.0,8959.0,3654.0,49777.75,2541.0,1724000.0,2022-11-01 20:00:00
8437.0,31.35,1207.0,1657.0,0.0,8719.0,3431.0,47699.5,2356.0,1724000.0,2022-11-01 21:00:00
7958.0,24.11,1207.0,1435.0,0.0,8438.0,3202.0,45108.5,2257.0,1724000.0,2022-11-01 22:00:00
7640.0,26.19,1207.0,1270.0,0.0,8210.0,3022.0,43192.25,2283.0,1724000.0,2022-11-01 23:00:00
7336.0,23.76,1206.0,1278.0,0.0,8050.0,2954.0,41957.25,2212.0,1724000.0,2022-11-02 00:00:00
7377.0,17.38,1207.0,1286.0,0.0,8007.0,2869.0,41102.5,2190.0,1724000.0,2022-11-02 01:00:00
7331.0,15.66,1207.0,1426.0,0.0,8067.0,2836.0,41642.75,2126.0,1724000.0,2022-11-02 02:00:00
7430.0,20.2,1207.0,1173.0,0.0,8320.0,2823.0,43531.0,2104.0,1724000.0,2022-11-02 03:00:00
7839.0,29.29,1207.0,1075.0,0.0,8866.0,2916.0,47867.25,2160.0,1724000.0,2022-11-02 04:00:00
8828.0,34.9,1207.0,1282.0,0.0,9243.0,3372.0,56156.0,2437.0,1724000.0,2022-11-02 05:00:00
9648.0,39.64,1207.0,1176.0,0.0,9230.0,3854.0,61505.0,2751.0,1724000.0,2022-11-02 06:00:00
9925.0,52.88,1207.0,1052.0,0.0,9274.0,3863.0,63768.5,2852.0,1724000.0,2022-11-02 07:00:00
9962.0,69.91,1207.0,1012.0,0.0,9160.0,3832.0,63999.0,2865.0,1724000.0,2022-11-02 08:00:00
9979.0,45.95,1207.0,938.0,0.0,9304.0,3902.0,65006.0,2946.0,1724000.0,2022-11-02 09:00:00
10071.0,42.58,1207.0,691.0,0.0,9389.0,3881.0,65826.0,2918.0,1724000.0,2022-11-02 10:00:00
9850.0,39.94,1207.0,1062.0,0.0,9345.0,3851.0,65025.75,2807.0,1724000.0,2022-11-02 11:00:00
9720.0,51.4,1207.0,1079.0,0.0,9322.0,3913.0,63735.75,2793.0,1724000.0,2022-11-02 12:00:00
9713.0,69.94,1207.0,977.0,0.0,9368.0,3859.0,62406.0,2721.0,1724000.0,2022-11-02 13:00:00
9782.0,89.11,1207.0,518.0,270.0,9532.0,3882.0,62249.25,2827.0,1724000.0,2022-11-02 14:00:00
10156.0,97.84,1207.0,7.0,474.0,9709.0,4009.0,62940.25,2855.0,1724000.0,2022-11-02 15:00:00
10242.0,139.17,1207.0,0.0,200.0,9656.0,4034.0,65415.75,3017.0,1724000.0,2022-11-02 16:00:00
10024.0,136.07,1207.0,169.0,144.0,9628.0,3965.0,64999.25,2801.0,1724000.0,2022-11-02 17:00:00
9747.0,101.4,1207.0,248.0,495.0,9404.0,3899.0,63687.25,2789.0,1724000.0,2022-11-02 18:00:00
9385.0,69.98,1125.0,397.0,694.0,9039.0,3817.0,60129.25,2639.0,1724000.0,2022-11-02 19:00:00
8977.0,45.21,1192.0,409.0,439.0,9106.0,3645.0,56279.5,2515.0,1724000.0,2022-11-02 20:00:00
8535.0,39.71,1207.0,524.0,674.0,8799.0,3446.0,52344.75,2359.0,1724000.0,2022-11-02 21:00:00
8109.0,38.12,1207.0,675.0,543.0,8401.0,3283.0,48293.25,2310.0,1724000.0,2022-11-02 22:00:00
7799.0,32.8,886.0,568.0,449.0,8213.0,3157.0,45917.5,2240.0,1724000.0,2022-11-02 23:00:00
7707.0,30.42,977.0,488.0,329.0,8050.0,3084.0,44747.75,2182.0,1724000.0,2022-11-03 00:00:00
7592.0,29.24,1006.0,835.0,243.0,7927.0,3026.0,44369.5,2174.0,1724000.0,2022-11-03 01:00:00
7604.0,30.06,1006.0,1058.0,8.0,7973.0,3016.0,45011.5,2174.0,1724000.0,2022-11-03 02:00:00
7730.0,31.11,1012.0,1597.0,0.0,8216.0,3026.0,46686.5,2163.0,1724000.0,2022-11-03 03:00:00
8144.0,34.17,1207.0,1615.0,0.0,8849.0,3147.0,50545.25,2307.0,1724000.0,2022-11-03 04:00:00
9011.0,36.6,1207.0,1328.0,0.0,9229.0,3549.0,58084.0,2623.0,1724000.0,2022-11-03 05:00:00
9687.0,87.2,1207.0,1058.0,4.0,9288.0,4007.0,62856.0,2944.0,1724000.0,2022-11-03 06:00:00
9928.0,84.03,1207.0,1020.0,217.0,9339.0,4111.0,64784.0,3031.0,1724000.0,2022-11-03 07:00:00
9820.0,71.2,1207.0,1072.0,319.0,9378.0,4136.0,65113.75,2959.0,1724000.0,2022-11-03 08:00:00
9875.0,53.02,1207.0,789.0,359.0,9467.0,4103.0,65604.5,2962.0,1724000.0,2022-11-03 09:00:00
9768.0,38.37,1207.0,755.0,378.0,9465.0,3986.0,66661.25,2914.0,1724000.0,2022-11-03 10:00:00
9910.0,34.05,1207.0,583.0,561.0,9383.0,3948.0,65950.0,2848.0,1724000.0,2022-11-03 11:00:00
9858.0,34.74,1207.0,759.0,631.0,9360.0,3914.0,64598.5,2873.0,1724000.0,2022-11-03 12:00:00
9866.0,65.55,1207.0,682.0,704.0,9427.0,3938.0,63507.0,2888.0,1724000.0,2022-11-03 13:00:00
10103.0,73.91,1207.0,731.0,653.0,9647.0,4041.0,63412.0,2854.0,1724000.0,2022-11-03 14:00:00
10285.0,79.91,1137.0,974.0,689.0,9707.0,4116.0,64153.25,2884.0,1724000.0,2022-11-03 15:00:00
10272.0,115.86,1207.0,959.0,559.0,9606.0,4142.0,67574.25,3085.0,1724000.0,2022-11-03 16:00:00
10079.0,89.93,1207.0,978.0,673.0,9570.0,4038.0,67523.5,2967.0,1724000.0,2022-11-03 17:00:00
9812.0,35.37,1207.0,795.0,652.0,9368.0,3966.0,65024.25,2780.0,1724000.0,2022-11-03 18:00:00
9504.0,33.67,1207.0,827.0,519.0,8997.0,3869.0,61125.0,2604.0,1724000.0,2022-11-03 19:00:00
9055.0,33.02,1207.0,715.0,455.0,9058.0,3703.0,57287.0,2473.0,1724000.0,2022-11-03 20:00:00
8528.0,31.3,1197.0,701.0,606.0,8826.0,3521.0,53191.75,2345.0,1724000.0,2022-11-03 21:00:00
8097.0,25.41,1011.0,670.0,517.0,8407.0,3302.0,49369.0,2216.0,1724000.0,2022-11-03 22:00:00
7737.0,18.3,811.0,830.0,465.0,8211.0,3167.0,45748.5,2274.0,1724000.0,2022-11-03 23:00:00
7627.0,17.55,805.0,1023.0,534.0,7992.0,3084.0,44007.5,2243.0,1724000.0,2022-11-04 00:00:00
7467.0,17.37,805.0,1200.0,328.0,8062.0,3004.0,43515.5,2165.0,1724000.0,2022-11-04 01:00:00
7422.0,17.5,805.0,1157.0,383.0,8203.0,2912.0,44375.0,2136.0,1724000.0,2022-11-04 02:00:00
7493.0,17.89,861.0,1072.0,345.0,8473.0,2909.0,45883.5,2114.0,1724000.0,2022-11-04 03:00:00
7903.0,21.39,1197.0,920.0,484.0,9124.0,3039.0,49034.75,2276.0,1724000.0,2022-11-04 04:00:00
8809.0,28.32,1205.0,759.0,488.0,9542.0,3536.0,56827.25,2574.0,1724000.0,2022-11-04 05:00:00
9445.0,31.33,1205.0,920.0,563.0,9620.0,3950.0,61741.25,2908.0,1724000.0,2022-11-04 06:00:00
9625.0,32.91,1205.0,732.0,705.0,9792.0,4034.0,63555.5,2990.0,1724000.0,2022-11-04 07:00:00
9675.0,34.42,1205.0,823.0,665.0,9788.0,4075.0,64137.0,2964.0,1724000.0,2022-11-04 08:00:00
9779.0,34.3,1205.0,928.0,499.0,9676.0,4032.0,64573.0,2993.0,1724000.0,2022-11-04 09:00:00
9857.0,33.83,1205.0,837.0,246.0,9670.0,4036.0,64941.5,2954.0,1724000.0,2022-11-04 10:00:00
9844.0,31.36,1205.0,601.0,380.0,9566.0,4019.0,64110.5,2885.0,1724000.0,2022-11-04 11:00:00
9794.0,30.03,1205.0,436.0,333.0,9515.0,3970.0,62286.0,2814.0,1724000.0,2022-11-04 12:00:00
9636.0,29.25,1205.0,337.0,228.0,9525.0,4006.0,60547.25,2719.0,1724000.0,2022-11-04 13:00:00
9656.0,26.54,1205.0,224.0,309.0,9756.0,4090.0,59665.5,2616.0,1724000.0,2022-11-04 14:00:00
9973.0,28.42,1205.0,329.0,362.0,9804.0,4202.0,60154.25,2610.0,1724000.0,2022-11-04 15:00:00
10171.0,27.64,1084.0,384.0,545.0,9775.0,4196.0,62544.5,2819.0,1724000.0,2022-11-04 16:00:00
9919.0,26.16,1190.0,361.0,703.0,9701.0,4099.0,61881.75,2762.0,1724000.0,2022-11-04 17:00:00
9613.0,34.52,1207.0,190.0,714.0,9425.0,3985.0,59693.25,2588.0,1724000.0,2022-11-04 18:00:00
9046.0,26.48,1207.0,304.0,714.0,9081.0,3797.0,56647.75,2428.0,1724000.0,2022-11-04 19:00:00
8695.0,26.13,1207.0,314.0,714.0,9110.0,3628.0,52945.0,2322.0,1724000.0,2022-11-04 20:00:00
8311.0,24.94,1208.0,412.0,692.0,8918.0,3487.0,49883.75,2189.0,1724000.0,2022-11-04 21:00:00
7892.0,22.0,1208.0,314.0,601.0,8541.0,3328.0,46408.0,2089.0,1724000.0,2022-11-04 22:00:00
7674.0,23.52,1208.0,941.0,705.0,8269.0,3197.0,43595.5,2119.0,1724000.0,2022-11-04 23:00:00
7587.0,22.22,1208.0,886.0,714.0,8231.0,3033.0,41895.75,2046.0,1724000.0,2022-11-05 00:00:00
7479.0,22.07,1208.0,965.0,714.0,8178.0,2955.0,41037.75,2018.0,1724000.0,2022-11-05 01:00:00
7379.0,22.34,1208.0,1019.0,714.0,8215.0,2936.0,40903.5,2044.0,1724000.0,2022-11-05 02:00:00
7505.0,23.43,1208.0,1020.0,714.0,8280.0,2934.0,41084.0,1973.0,1724000.0,2022-11-05 03:00:00
7572.0,22.69,1208.0,822.0,714.0,8436.0,2926.0,41542.0,1904.0,1724000.0,2022-11-05 04:00:00
7702.0,24.48,1208.0,785.0,714.0,8591.0,3038.0,43779.25,1947.0,1724000.0,2022-11-05 05:00:00
7970.0,24.89,1208.0,698.0,714.0,8687.0,3137.0,46778.25,2102.0,1724000.0,2022-11-05 06:00:00
8249.0,26.56,1208.0,615.0,714.0,8881.0,3290.0,49486.25,2208.0,1724000.0,2022-11-05 07:00:00
8542.0,49.95,1208.0,404.0,715.0,9069.0,3532.0,51770.25,2232.0,1724000.0,2022-11-05 08:00:00
8842.0,56.42,1208.0,233.0,714.0,9095.0,3653.0,53613.0,2150.0,1724000.0,2022-11-05 09:00:00
9083.0,56.57,1208.0,83.0,714.0,9102.0,3674.0,54497.75,2210.0,1724000.0,2022-11-05 10:00:00
9070.0,57.01,1208.0,54.0,715.0,9139.0,3653.0,54447.0,2137.0,1724000.0,2022-11-05 11:00:00
8934.0,55.31,1208.0,368.0,715.0,9134.0,3623.0,52945.75,2137.0,1724000.0,2022-11-05 12:00:00
9041.0,50.0,1208.0,191.0,715.0,9230.0,3611.0,51714.75,2133.0,1724000.0,2022-11-05 13:00:00
9118.0,50.0,1208.0,270.0,715.0,9573.0,3718.0,51074.25,2116.0,1724000.0,2022-11-05 14:00:00
9529.0,55.99,1208.0,11.0,715.0,9812.0,3786.0,51401.5,2231.0,1724000.0,2022-11-05 15:00:00
9554.0,58.73,1208.0,245.0,715.0,9736.0,3872.0,55287.0,2495.0,1724000.0,2022-11-05 16:00:00
9296.0,55.72,1208.0,404.0,715.0,9726.0,3820.0,56217.75,2440.0,1724000.0,2022-11-05 17:00:00
8946.0,44.94,1208.0,601.0,715.0,9517.0,3714.0,54533.5,2360.0,1724000.0,2022-11-05 18:00:00
8773.0,30.97,1208.0,588.0,713.0,9170.0,3609.0,51512.0,2378.0,1724000.0,2022-11-05 19:00:00
8405.0,31.36,1208.0,543.0,688.0,9379.0,3529.0,48639.25,2310.0,1724000.0,2022-11-05 20:00:00
8103.0,29.92,1208.0,422.0,629.0,9242.0,3472.0,47295.75,2207.0,1724000.0,2022-11-05 21:00:00
7816.0,26.57,1208.0,106.0,621.0,8838.0,3388.0,44498.0,2139.0,1724000.0,2022-11-05 22:00:00
7616.0,26.06,1208.0,540.0,569.0,8581.0,3259.0,41956.25,2055.0,1724000.0,2022-11-05 23:00:00
7516.0,22.97,1208.0,484.0,667.0,8443.0,3183.0,40309.5,2027.0,1724000.0,2022-11-06 00:00:00
7486.0,23.4,1089.0,697.0,554.0,8275.0,3126.0,39572.25,1969.0,1724000.0,2022-11-06 01:00:00
7338.0,20.99,1006.0,558.0,533.0,8255.0,3074.0,39695.25,1946.0,1724000.0,2022-11-06 02:00:00
7205.0,24.02,1006.0,546.0,482.0,8250.0,3041.0,40157.25,1993.0,1724000.0,2022-11-06 03:00:00
7231.0,26.3,1006.0,324.0,477.0,8369.0,3007.0,40658.5,1975.0,1724000.0,2022-11-06 04:00:00
7409.0,29.93,1006.0,496.0,575.0,8390.0,3113.0,41799.25,2015.0,1724000.0,2022-11-06 05:00:00
7604.0,28.53,1006.0,1015.0,644.0,8395.0,3202.0,43485.75,2140.0,1724000.0,2022-11-06 06:00:00
7982.0,30.61,1006.0,1295.0,679.0,8524.0,3331.0,46146.25,2278.0,1724000.0,2022-11-06 07:00:00
8364.0,33.65,1006.0,1119.0,687.0,8704.0,3492.0,48655.25,2356.0,1724000.0,2022-11-06 08:00:00
8522.0,35.2,1005.0,793.0,682.0,8868.0,3596.0,50220.0,2365.0,1724000.0,2022-11-06 09:00:00
8718.0,35.96,1005.0,1149.0,708.0,8866.0,3682.0,52643.0,2372.0,1724000.0,2022-11-06 10:00:00
8833.0,37.72,1005.0,877.0,688.0,8877.0,3682.0,51686.5,2398.0,1724000.0,2022-11-06 11:00:00
8825.0,36.7,1005.0,673.0,712.0,8862.0,3688.0,50037.5,2382.0,1724000.0,2022-11-06 12:00:00
8786.0,36.44,1005.0,507.0,714.0,8874.0,3711.0,47892.5,2373.0,1724000.0,2022-11-06 13:00:00
8996.0,36.91,729.0,373.0,713.0,9125.0,3799.0,48064.0,2368.0,1724000.0,2022-11-06 14:00:00
9534.0,39.17,654.0,0.0,701.0,9316.0,3961.0,50156.0,2453.0,1724000.0,2022-11-06 15:00:00
9769.0,50.07,654.0,0.0,711.0,9301.0,3995.0,54918.75,2600.0,1724000.0,2022-11-06 16:00:00
9595.0,49.86,654.0,0.0,675.0,9270.0,3910.0,55419.75,2626.0,1724000.0,2022-11-06 17:00:00
9274.0,41.67,654.0,0.0,671.0,9033.0,3866.0,53504.5,2498.0,1724000.0,2022-11-06 18:00:00
8874.0,35.82,733.0,0.0,677.0,8738.0,3791.0,51090.0,2426.0,1724000.0,2022-11-06 19:00:00
8499.0,27.15,1059.0,140.0,158.0,8903.0,3719.0,49461.5,2286.0,1724000.0,2022-11-06 20:00:00
8082.0,27.59,1208.0,431.0,127.0,8744.0,3559.0,48740.5,2215.0,1724000.0,2022-11-06 21:00:00
7829.0,19.85,1208.0,846.0,0.0,8426.0,3407.0,46441.5,2092.0,1724000.0,2022-11-06 22:00:00
7683.0,15.28,1120.0,699.0,0.0,8098.0,3236.0,43712.5,2118.0,1842000.0,2022-11-06 23:00:00
7578.0,12.78,1006.0,73.0,0.0,7926.0,3158.0,42295.0,2074.0,1842000.0,2022-11-07 00:00:00
7538.0,9.17,1006.0,0.0,0.0,7847.0,3141.0,41700.5,2052.0,1842000.0,2022-11-07 01:00:00
7692.0,10.83,1006.0,0.0,0.0,7918.0,3116.0,42109.75,2046.0,1842000.0,2022-11-07 02:00:00
7590.0,12.84,1006.0,0.0,0.0,8193.0,3103.0,43686.25,2059.0,1842000.0,2022-11-07 03:00:00
7962.0,20.47,1033.0,559.0,0.0,8682.0,3274.0,48249.25,2256.0,1842000.0,2022-11-07 04:00:00
8988.0,36.4,1207.0,257.0,147.0,9080.0,3632.0,56969.75,2596.0,1842000.0,2022-11-07 05:00:00
9833.0,45.91,1207.0,323.0,544.0,9170.0,4117.0,62525.25,2897.0,1842000.0,2022-11-07 06:00:00
9896.0,49.98,1206.0,290.0,629.0,9209.0,4277.0,64732.25,3007.0,1842000.0,2022-11-07 07:00:00
9774.0,54.07,1206.0,405.0,629.0,9206.0,4323.0,65780.25,2986.0,1842000.0,2022-11-07 08:00:00
9822.0,56.45,1206.0,415.0,581.0,9290.0,4297.0,66639.75,3035.0,1842000.0,2022-11-07 09:00:00
9792.0,52.93,1206.0,444.0,649.0,9178.0,4269.0,67661.75,3003.0,1842000.0,2022-11-07 10:00:00
10122.0,49.91,1206.0,374.0,706.0,9065.0,4295.0,66570.0,2978.0,1842000.0,2022-11-07 11:00:00
10031.0,48.37,1207.0,444.0,666.0,9017.0,4263.0,65393.75,3023.0,1842000.0,2022-11-07 12:00:00
9954.0,51.95,1207.0,388.0,613.0,9064.0,4227.0,64044.25,2889.0,1842000.0,2022-11-07 13:00:00
10058.0,56.15,1207.0,374.0,668.0,9257.0,4240.0,63488.5,2788.0,1842000.0,2022-11-07 14:00:00
10296.0,60.03,1207.0,430.0,712.0,9306.0,4379.0,64022.25,2871.0,1842000.0,2022-11-07 15:00:00
10458.0,61.62,1207.0,297.0,715.0,9343.0,4382.0,66563.25,3044.0,1842000.0,2022-11-07 16:00:00
10249.0,49.98,1207.0,311.0,715.0,9271.0,4294.0,65958.75,2921.0,1842000.0,2022-11-07 17:00:00
9953.0,43.56,1207.0,336.0,715.0,9084.0,4214.0,64057.75,2730.0,1842000.0,2022-11-07 18:00:00
9545.0,38.4,1207.0,385.0,714.0,8783.0,4093.0,61057.5,2589.0,1842000.0,2022-11-07 19:00:00
8975.0,36.23,1207.0,475.0,714.0,8834.0,4028.0,57404.25,2482.0,1842000.0,2022-11-07 20:00:00
8402.0,31.99,1207.0,638.0,714.0,8682.0,3857.0,53756.25,2331.0,1842000.0,2022-11-07 21:00:00
7907.0,29.64,1207.0,683.0,710.0,8368.0,3639.0,50273.25,2183.0,1842000.0,2022-11-07 22:00:00
7888.0,30.94,1207.0,558.0,703.0,8038.0,3457.0,47033.25,2100.0,1842000.0,2022-11-07 23:00:00
7690.0,29.09,1207.0,604.0,593.0,7878.0,3342.0,45397.75,2069.0,1842000.0,2022-11-08 00:00:00
7580.0,27.7,1207.0,530.0,310.0,7832.0,3242.0,44568.25,1963.0,1842000.0,2022-11-08 01:00:00
7457.0,26.21,1207.0,141.0,667.0,7799.0,3203.0,44857.25,1984.0,1842000.0,2022-11-08 02:00:00
7647.0,30.07,1207.0,87.0,639.0,8065.0,3200.0,46378.0,2105.0,1842000.0,2022-11-08 03:00:00
8142.0,34.25,1208.0,305.0,483.0,8663.0,3370.0,49806.25,2107.0,1842000.0,2022-11-08 04:00:00
9169.0,46.56,1207.0,207.0,416.0,9153.0,3816.0,57407.5,2446.0,1842000.0,2022-11-08 05:00:00
9947.0,67.0,1207.0,0.0,309.0,9230.0,4310.0,62768.0,2777.0,1842000.0,2022-11-08 06:00:00
10092.0,76.98,1207.0,0.0,499.0,9265.0,4422.0,64736.0,2987.0,1842000.0,2022-11-08 07:00:00
10067.0,67.04,1207.0,0.0,400.0,9181.0,4424.0,64410.25,2963.0,1842000.0,2022-11-08 08:00:00
10248.0,65.1,1207.0,0.0,473.0,9249.0,4415.0,64247.25,2991.0,1842000.0,2022-11-08 09:00:00
10207.0,62.95,1207.0,0.0,499.0,9270.0,4371.0,65430.0,2929.0,1842000.0,2022-11-08 10:00:00
10227.0,61.28,1207.0,0.0,243.0,9215.0,4374.0,65153.5,2823.0,1842000.0,2022-11-08 11:00:00
10116.0,60.71,1207.0,0.0,121.0,9219.0,4333.0,64263.5,2897.0,1842000.0,2022-11-08 12:00:00
10213.0,60.51,1207.0,0.0,120.0,9295.0,4301.0,63313.75,2864.0,1842000.0,2022-11-08 13:00:00
10468.0,60.89,1207.0,0.0,235.0,9545.0,4337.0,62949.75,2782.0,1842000.0,2022-11-08 14:00:00
10646.0,65.81,1207.0,0.0,21.0,9628.0,4456.0,64022.0,2799.0,1842000.0,2022-11-08 15:00:00
10689.0,65.63,1208.0,78.0,0.0,9478.0,4365.0,67001.25,2962.0,1842000.0,2022-11-08 16:00:00
10464.0,59.92,1208.0,483.0,11.0,9557.0,4280.0,66334.25,2826.0,1842000.0,2022-11-08 17:00:00
10012.0,44.19,1208.0,252.0,517.0,9405.0,4128.0,64506.5,2766.0,1842000.0,2022-11-08 18:00:00
9689.0,39.32,1208.0,224.0,299.0,9067.0,3975.0,60879.75,2627.0,1842000.0,2022-11-08 19:00:00
9222.0,34.18,1208.0,0.0,537.0,9124.0,3865.0,57065.75,2502.0,1842000.0,2022-11-08 20:00:00
8711.0,33.26,1208.0,213.0,524.0,8901.0,3658.0,53537.25,2360.0,1842000.0,2022-11-08 21:00:00
8222.0,27.01,1208.0,93.0,442.0,8607.0,3402.0,50228.0,2252.0,1842000.0,2022-11-08 22:00:00
7917.0,19.56,1208.0,0.0,678.0,8256.0,3157.0,46977.25,2239.0,1842000.0,2022-11-08 23:00:00
7551.0,18.77,1208.0,0.0,651.0,8142.0,3042.0,45164.75,2188.0,1842000.0,2022-11-09 00:00:00
7630.0,18.22,1208.0,5.0,507.0,8094.0,2957.0,44048.25,2209.0,1842000.0,2022-11-09 01:00:00
7567.0,17.48,1208.0,6.0,526.0,8172.0,2936.0,44813.5,2162.0,1842000.0,2022-11-09 02:00:00
7583.0,18.44,1208.0,140.0,483.0,8499.0,2994.0,46222.5,2148.0,1842000.0,2022-11-09 03:00:00
7975.0,19.84,1208.0,80.0,644.0,9202.0,3143.0,50020.25,2239.0,1842000.0,2022-11-09 04:00:00
9079.0,22.89,1207.0,26.0,670.0,9702.0,3601.0,57999.25,2524.0,1842000.0,2022-11-09 05:00:00
9887.0,29.45,1207.0,235.0,320.0,9751.0,4016.0,63017.75,2822.0,1842000.0,2022-11-09 06:00:00
9870.0,33.07,1207.0,279.0,507.0,9805.0,4047.0,65555.75,2914.0,1842000.0,2022-11-09 07:00:00
9433.0,35.03,1207.0,105.0,570.0,9831.0,3952.0,65355.75,2892.0,1842000.0,2022-11-09 08:00:00
10184.0,39.9,1207.0,0.0,440.0,9780.0,3946.0,65587.25,2980.0,1842000.0,2022-11-09 09:00:00
11131.0,38.25,1208.0,0.0,137.0,9663.0,3884.0,65977.0,2899.0,1842000.0,2022-11-09 10:00:00
11549.0,33.06,1208.0,0.0,88.0,9570.0,3882.0,65425.75,2779.0,1842000.0,2022-11-09 11:00:00
9880.0,33.09,1208.0,0.0,194.0,9543.0,3852.0,64332.0,2811.0,1842000.0,2022-11-09 12:00:00
9689.0,33.04,1208.0,0.0,134.0,9562.0,3855.0,63115.25,2789.0,1842000.0,2022-11-09 13:00:00
10098.0,48.1,1207.0,0.0,232.0,9779.0,3951.0,62634.25,2709.0,1842000.0,2022-11-09 14:00:00
10539.0,60.75,1207.0,0.0,571.0,9872.0,4162.0,63401.75,2782.0,1842000.0,2022-11-09 15:00:00
10734.0,61.92,1208.0,0.0,687.0,9790.0,4199.0,66034.5,2938.0,1842000.0,2022-11-09 16:00:00
10345.0,60.35,1207.0,0.0,615.0,9798.0,4121.0,65568.75,2732.0,1842000.0,2022-11-09 17:00:00
10004.0,35.07,1208.0,0.0,620.0,9606.0,4026.0,63798.5,2548.0,1842000.0,2022-11-09 18:00:00
9675.0,33.07,1208.0,0.0,714.0,9124.0,3915.0,60322.25,2518.0,1842000.0,2022-11-09 19:00:00
9134.0,30.95,1208.0,0.0,714.0,9205.0,3812.0,57373.5,2427.0,1842000.0,2022-11-09 20:00:00
8756.0,29.55,1208.0,0.0,714.0,8934.0,3681.0,53644.5,2283.0,1842000.0,2022-11-09 21:00:00
8364.0,26.83,1208.0,0.0,715.0,8587.0,3470.0,49937.5,2145.0,1842000.0,2022-11-09 22:00:00
7944.0,27.59,1208.0,0.0,714.0,8367.0,3158.0,47592.5,2151.0,1842000.0,2022-11-09 23:00:00
7548.0,26.0,1208.0,0.0,714.0,8179.0,3119.0,45961.75,2128.0,1842000.0,2022-11-10 00:00:00
7469.0,25.76,1208.0,0.0,715.0,8064.0,3013.0,45239.0,2110.0,1842000.0,2022-11-10 01:00:00
7414.0,23.68,1208.0,0.0,715.0,8057.0,3043.0,45721.0,2110.0,1842000.0,2022-11-10 02:00:00
7544.0,22.18,1208.0,0.0,611.0,8212.0,3066.0,47397.5,2090.0,1842000.0,2022-11-10 03:00:00
7819.0,23.89,1208.0,0.0,618.0,8689.0,3210.0,50721.25,2209.0,1842000.0,2022-11-10 04:00:00
8851.0,43.17,1208.0,0.0,705.0,9235.0,3670.0,58094.75,2575.0,1842000.0,2022-11-10 05:00:00
9788.0,89.47,1208.0,0.0,536.0,9310.0,4201.0,62840.0,2808.0,1842000.0,2022-11-10 06:00:00
9907.0,89.66,1207.0,0.0,639.0,9368.0,4282.0,64725.25,2871.0,1842000.0,2022-11-10 07:00:00
9901.0,86.05,1207.0,0.0,737.0,9337.0,4293.0,64378.75,2871.0,1842000.0,2022-11-10 08:00:00
10023.0,75.57,1208.0,0.0,452.0,9370.0,4246.0,65602.5,2914.0,1842000.0,2022-11-10 09:00:00
9762.0,64.69,1208.0,0.0,613.0,9353.0,4160.0,66400.0,2946.0,1842000.0,2022-11-10 10:00:00
