temperature_2m,precipitation,snow_depth,pressure_msl,cloud_cover,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,date,hour,city
9.165,0.0,0.0,1017.1,100.0,9.114471,17.698677,260.9098,274.66678,2022-11-01,0,Stockholm
8.764999,0.0,0.0,1017.2,100.0,8.427383,16.62249,250.0168,265.03033,2022-11-01,1,Stockholm
8.615,0.0,0.0,1017.2,100.0,8.427383,16.454008,250.0168,259.91946,2022-11-01,2,Stockholm
8.565,0.0,0.0,1017.1,100.0,8.759178,17.283749,260.53775,268.80655,2022-11-01,3,Stockholm
8.365,0.0,0.0,1016.9,100.0,8.64,17.106628,270.0,278.47107,2022-11-01,4,Stockholm
8.315,0.0,0.0,1016.8,100.0,7.928178,15.39184,272.6025,280.78424,2022-11-01,5,Stockholm
8.214999,0.0,0.0,1016.8,100.0,7.5685663,14.869351,267.27374,276.95285,2022-11-01,6,Stockholm
8.264999,0.0,0.0,1017.1,100.0,9.255571,16.516901,283.49576,286.46008,2022-11-01,7,Stockholm
8.315,0.0,0.0,1017.1,100.0,9.346143,15.141414,285.6423,288.00424,2022-11-01,8,Stockholm
8.565,0.0,0.0,1017.0,100.0,8.311245,11.542478,274.96964,273.57626,2022-11-01,9,Stockholm
8.764999,0.0,0.0,1016.7,100.0,6.6185193,8.557102,247.61981,247.75093,2022-11-01,10,Stockholm
9.115,0.0,0.0,1016.3,100.0,5.3517847,7.145796,222.27362,220.91429,2022-11-01,11,Stockholm
9.764999,0.0,0.0,1016.1,100.0,5.991594,8.587338,212.73521,213.02386,2022-11-01,12,Stockholm
9.964999,0.0,0.0,1015.5,100.0,6.151683,8.557102,200.55612,202.24907,2022-11-01,13,Stockholm
9.665,0.0,0.0,1015.2,100.0,4.1046314,6.519877,164.74483,173.6599,2022-11-01,14,Stockholm
8.565,0.0,0.0,1015.2,100.0,8.534353,14.84318,152.35411,165.96373,2022-11-01,15,Stockholm
8.065,0.0,0.0,1015.1,100.0,9.107359,15.683776,161.56496,170.75397,2022-11-01,16,Stockholm
7.8650002,0.0,0.0,1014.9,100.0,6.297428,11.592894,120.963684,143.84172,2022-11-01,17,Stockholm
7.965,0.0,0.0,1014.3,100.0,8.854829,17.072504,116.56499,132.43619,2022-11-01,18,Stockholm
8.714999,0.0,0.0,1014.1,100.0,9.726664,19.67195,128.991,145.43741,2022-11-01,19,Stockholm
9.264999,0.6,0.0,1013.8,100.0,10.144082,20.037485,152.52565,162.21602,2022-11-01,20,Stockholm
9.464999,0.1,0.0,1013.6,100.0,8.891344,17.294992,158.62932,182.3859,2022-11-01,21,Stockholm
9.315,0.4,0.0,1013.1,100.0,11.298495,21.41319,157.52052,163.39294,2022-11-01,22,Stockholm
9.365,0.1,0.0,1012.7,100.0,13.202726,25.212852,168.9965,170.13426,2022-11-01,23,Stockholm
9.514999,0.1,0.0,1012.7,100.0,12.57426,23.795427,166.75948,169.54015,2022-11-02,0,Stockholm
9.815,0.0,0.0,1012.4,100.0,10.390226,19.852295,165.96373,175.84044,2022-11-02,1,Stockholm
10.065,0.0,0.0,1012.2,100.0,9.3876505,18.584509,175.60138,188.91484,2022-11-02,2,Stockholm
9.764999,0.0,0.0,1012.1,100.0,7.968939,16.263872,198.43504,207.69939,2022-11-02,3,Stockholm
9.214999,0.0,0.0,1012.1,90.0,7.9036193,16.135872,210.0685,231.34016,2022-11-02,4,Stockholm
8.415,0.0,0.0,1011.8,98.0,7.754637,15.629971,201.80147,231.54626,2022-11-02,5,Stockholm
8.065,0.0,0.0,1011.8,100.0,9.6932955,19.576189,195.06854,212.22873,2022-11-02,6,Stockholm
8.764999,0.0,0.0,1012.0,100.0,10.239453,20.46941,190.1246,203.86018,2022-11-02,7,Stockholm
9.764999,0.0,0.0,1012.2,100.0,10.137692,19.652176,196.50444,208.44283,2022-11-02,8,Stockholm
10.714999,0.0,0.0,1012.0,89.0,8.427383,16.263872,199.9832,207.69939,2022-11-02,9,Stockholm
11.714999,0.0,0.0,1011.6,44.0,9.565437,12.979984,199.79897,199.44012,2022-11-02,10,Stockholm
12.315,0.0,0.0,1011.4,57.0,10.308831,14.84318,192.09474,194.03627,2022-11-02,11,Stockholm
11.764999,0.0,0.0,1011.6,74.0,10.086427,17.015474,177.95464,186.07236,2022-11-02,12,Stockholm
11.514999,0.0,0.0,1011.1,100.0,10.08,17.935081,180.0,190.40765,2022-11-02,13,Stockholm
10.615,0.0,0.0,1010.9,100.0,11.183201,21.841648,176.30869,188.53069,2022-11-02,14,Stockholm
9.365,0.0,0.0,1010.9,100.0,11.367109,22.682856,169.04597,180.90936,2022-11-02,15,Stockholm
9.165,0.0,0.0,1010.8,100.0,13.276144,26.302181,167.4712,177.64676,2022-11-02,16,Stockholm
9.264999,0.0,0.0,1010.8,100.0,11.165805,22.530937,181.84756,192.926,2022-11-02,17,Stockholm
9.264999,0.1,0.0,1010.9,95.0,7.9526596,17.76081,185.19434,197.70052,2022-11-02,18,Stockholm
9.165,0.0,0.0,1011.1,100.0,8.557102,18.218275,194.62091,209.60435,2022-11-02,19,Stockholm
8.714999,0.4,0.0,1010.9,100.0,8.311245,17.782688,184.96965,201.37068,2022-11-02,20,Stockholm
8.464999,0.3,0.0,1011.0,100.0,7.8625183,16.992609,195.94547,216.38445,2022-11-02,21,Stockholm
7.965,0.0,0.0,1011.4,97.0,8.78872,19.008545,214.9921,232.69597,2022-11-02,22,Stockholm
7.315,0.0,0.0,1011.7,80.0,8.654987,19.770523,224.9999,236.88864,2022-11-02,23,Stockholm
7.165,0.0,0.0,1012.2,12.0,9.0,20.447239,233.13002,243.88614,2022-11-03,0,Stockholm
6.6150002,0.0,0.0,1012.6,4.0,9.290511,20.291357,234.46223,244.7989,2022-11-03,1,Stockholm
6.065,0.0,0.0,1012.7,3.0,9.504272,19.966211,232.69597,244.35904,2022-11-03,2,Stockholm
6.1150002,0.0,0.0,1013.1,85.0,10.587918,21.933426,234.6887,246.80138,2022-11-03,3,Stockholm
6.665,0.0,0.0,1013.3,100.0,9.220499,19.255793,231.34016,249.19313,2022-11-03,4,Stockholm
7.215,0.0,0.0,1013.6,100.0,9.0,17.782686,216.86998,238.24055,2022-11-03,5,Stockholm
7.465,0.0,0.0,1013.8,100.0,7.771331,15.021105,193.39252,224.02907,2022-11-03,6,Stockholm
7.515,0.0,0.0,1014.1,100.0,9.0,16.610792,196.26028,209.8988,2022-11-03,7,Stockholm
7.665,0.0,0.0,1014.7,25.0,10.948973,20.073025,207.40749,212.54999,2022-11-03,8,Stockholm
8.264999,0.0,0.0,1014.9,51.0,12.88981,22.545315,215.90982,218.51695,2022-11-03,9,Stockholm
9.165,0.0,0.0,1014.6,91.0,10.805998,14.8257065,209.98155,209.0545,2022-11-03,10,Stockholm
10.014999,0.0,0.0,1014.4,100.0,11.212135,16.454008,185.52745,190.08054,2022-11-03,11,Stockholm
9.815,0.0,0.0,1014.8,98.0,12.074766,19.296133,190.3048,194.03627,2022-11-03,12,Stockholm
9.915,0.0,0.0,1014.3,56.0,12.620554,22.461807,176.72958,186.4415,2022-11-03,13,Stockholm
9.115,0.0,0.0,1014.1,80.0,13.75558,25.671307,186.00891,194.62091,2022-11-03,14,Stockholm
8.065,0.0,0.0,1013.9,100.0,14.404499,27.466372,181.43207,190.57347,2022-11-03,15,Stockholm
8.065,0.0,0.0,1013.5,88.0,13.679999,27.288855,180.0,188.34381,2022-11-03,16,Stockholm
8.115,0.0,0.0,1013.2,46.0,13.397612,26.727423,173.82993,184.63538,2022-11-03,17,Stockholm
8.115,0.0,0.0,1013.3,52.0,14.154915,28.082308,172.69434,180.7345,2022-11-03,18,Stockholm
8.315,0.0,0.0,1013.5,95.0,14.77755,28.856194,177.20735,183.57626,2022-11-03,19,Stockholm
8.464999,0.0,0.0,1013.5,75.0,14.081478,27.381308,175.60138,182.26045,2022-11-03,20,Stockholm
8.315,0.0,0.0,1013.3,71.0,13.084402,25.919998,172.09293,180.0,2022-11-03,21,Stockholm
8.165,0.0,0.0,1013.3,32.0,13.138765,26.282465,170.53775,179.2152,2022-11-03,22,Stockholm
7.915,0.0,0.0,1013.1,26.0,12.57426,25.683926,166.75948,174.36942,2022-11-03,23,Stockholm
7.765,0.0,0.0,1013.3,10.0,13.979871,27.117346,168.11136,174.66794,2022-11-04,0,Stockholm
7.715,0.0,0.0,1013.2,84.0,13.627795,27.153164,167.79955,173.91156,2022-11-04,1,Stockholm
7.465,0.0,0.0,1013.1,56.0,12.849528,26.368616,168.69011,175.3014,2022-11-04,2,Stockholm
7.315,0.0,0.0,1013.0,100.0,12.661564,25.812277,165.17348,171.983,2022-11-04,3,Stockholm
7.3650002,0.0,0.0,1012.8,100.0,12.641076,25.932495,160.0168,166.34956,2022-11-04,4,Stockholm
7.565,0.0,0.0,1012.6,100.0,13.0447235,26.420174,152.02061,160.08351,2022-11-04,5,Stockholm
7.715,0.0,0.0,1012.7,100.0,14.277983,28.017622,146.3099,152.44728,2022-11-04,6,Stockholm
8.115,0.0,0.0,1012.8,100.0,14.88242,29.142216,147.84773,152.80196,2022-11-04,7,Stockholm
9.165,0.0,0.0,1012.9,100.0,17.10284,30.589407,149.65683,153.43501,2022-11-04,8,Stockholm
9.764999,0.0,0.0,1012.8,99.0,19.386593,32.527744,148.67137,152.30061,2022-11-04,9,Stockholm
9.915,0.0,0.0,1012.8,100.0,21.30093,33.672993,149.53453,151.24298,2022-11-04,10,Stockholm
10.014999,0.0,0.0,1012.8,71.0,21.578989,33.809345,152.15251,153.43501,2022-11-04,11,Stockholm
10.115,0.0,0.0,1013.0,32.0,21.120682,33.50128,150.37634,151.78275,2022-11-04,12,Stockholm
9.865,0.0,0.0,1012.7,100.0,19.083395,30.760519,144.21094,145.0079,2022-11-04,13,Stockholm
8.714999,0.0,0.0,1012.6,100.0,17.057314,30.04221,134.14499,135.97093,2022-11-04,14,Stockholm
7.815,0.0,0.0,1012.8,100.0,17.377226,31.336546,129.95749,132.67215,2022-11-04,15,Stockholm
7.8650002,0.0,0.0,1012.7,100.0,17.654688,32.11071,129.2072,132.27364,2022-11-04,16,Stockholm
8.014999,0.0,0.0,1012.6,100.0,18.089775,32.58348,132.58046,135.0001,2022-11-04,17,Stockholm
8.065,0.0,0.0,1012.7,100.0,18.089775,32.839027,132.58046,135.44409,2022-11-04,18,Stockholm
8.214999,0.0,0.0,1012.7,100.0,18.837324,33.636406,135.0001,137.60262,2022-11-04,19,Stockholm
8.264999,0.0,0.0,1012.6,99.0,18.59845,33.233284,137.35333,140.27394,2022-11-04,20,Stockholm
8.214999,0.0,0.0,1012.9,99.0,17.935081,32.185287,141.51978,143.6427,2022-11-04,21,Stockholm
8.415,0.0,0.0,1012.9,100.0,18.161278,32.058197,140.6307,145.06062,2022-11-04,22,Stockholm
8.514999,0.0,0.0,1012.4,100.0,18.391737,31.89608,139.76372,143.25935,2022-11-04,23,Stockholm
8.665,0.0,0.0,1012.0,100.0,19.174856,32.978832,140.3322,143.88057,2022-11-05,0,Stockholm
8.764999,0.0,0.0,1011.7,100.0,19.134262,33.121956,138.81418,142.50728,2022-11-05,1,Stockholm
8.764999,0.0,0.0,1011.3,100.0,18.899143,33.192314,139.63554,143.37859,2022-11-05,2,Stockholm
8.714999,0.0,0.0,1011.1,100.0,18.581022,32.664917,144.46223,148.06158,2022-11-05,3,Stockholm
8.815,0.0,0.0,1011.2,100.0,18.671474,32.10667,146.0035,149.6974,2022-11-05,4,Stockholm
8.615,0.0,0.0,1011.0,100.0,18.079027,30.993471,144.7275,149.26459,2022-11-05,5,Stockholm
8.415,0.0,0.0,1011.1,100.0,17.10284,29.964457,139.26799,144.78232,2022-11-05,6,Stockholm
8.415,0.0,0.0,1010.8,100.0,17.10284,29.964457,139.26799,144.78232,2022-11-05,7,Stockholm
8.415,0.0,0.0,1010.7,100.0,18.218275,30.953718,142.22426,146.86438,2022-11-05,8,Stockholm
8.365,0.0,0.0,1010.3,100.0,18.875126,31.367548,145.09743,148.13406,2022-11-05,9,Stockholm
8.415,0.3,0.0,1009.9,100.0,19.376562,32.85678,144.83348,147.52882,2022-11-05,10,Stockholm
7.3650002,1.5,0.0,1009.5,100.0,15.815435,29.379175,138.69148,143.97253,2022-11-05,11,Stockholm
7.465,1.9,0.0,1009.3,100.0,16.323528,29.30409,138.57643,142.98924,2022-11-05,12,Stockholm
7.415,0.5,0.0,1008.5,100.0,15.349684,28.555965,140.7106,146.3099,2022-11-05,13,Stockholm
7.6150002,0.9,0.0,1008.1,100.0,16.179987,29.949316,147.72438,154.35904,2022-11-05,14,Stockholm
8.065,0.3,0.0,1007.5,100.0,15.141414,28.948118,151.60707,158.8601,2022-11-05,15,Stockholm
8.415,0.2,0.0,1006.8,99.0,13.53236,25.045238,151.38963,161.56496,2022-11-05,16,Stockholm
8.315,0.0,0.0,1006.8,77.0,12.24,22.218153,208.07239,220.39983,2022-11-05,17,Stockholm
7.015,0.0,0.0,1007.1,84.0,11.808878,22.932877,217.56866,227.54485,2022-11-05,18,Stockholm
6.265,0.0,0.0,1007.4,99.0,11.113451,22.89611,204.90474,216.68982,2022-11-05,19,Stockholm
6.215,0.0,0.0,1007.6,11.0,12.599998,26.478971,216.86998,226.10162,2022-11-05,20,Stockholm
6.3650002,0.0,0.0,1008.0,4.0,14.773164,28.082308,226.97493,233.86453,2022-11-05,21,Stockholm
6.1150002,0.0,0.0,1008.2,1.0,14.264361,27.567635,222.95459,229.23648,2022-11-05,22,Stockholm
5.815,0.0,0.0,1008.3,5.0,14.565548,28.528723,219.98683,227.04541,2022-11-05,23,Stockholm
6.165,0.0,0.0,1008.6,13.0,16.29174,29.96662,224.9999,231.34018,2022-11-06,0,Stockholm
6.015,0.0,0.0,1008.6,14.0,15.30741,29.09103,221.18582,229.01427,2022-11-06,1,Stockholm
5.8650002,0.0,0.0,1008.6,90.0,15.124284,29.01966,218.23386,224.9999,2022-11-06,2,Stockholm
5.815,0.0,0.0,1008.4,100.0,15.077082,28.90107,213.31064,219.44002,2022-11-06,3,Stockholm
5.815,0.0,0.0,1008.4,99.0,14.982228,28.394392,215.21768,219.3405,2022-11-06,4,Stockholm
5.765,0.0,0.0,1008.4,7.0,14.277983,27.438046,213.6901,218.07283,2022-11-06,5,Stockholm
5.6150002,0.0,0.0,1008.3,2.0,13.584932,27.155552,212.00534,218.54121,2022-11-06,6,Stockholm
5.765,0.0,0.0,1008.2,3.0,13.854155,27.475807,204.56715,211.60745,2022-11-06,7,Stockholm
6.815,0.0,0.0,1008.3,42.0,15.2947035,27.971327,206.56499,211.84901,2022-11-06,8,Stockholm
8.065,0.0,0.0,1008.0,100.0,14.84318,26.407907,202.8337,207.61295,2022-11-06,9,Stockholm
8.764999,0.0,0.0,1007.8,98.0,15.596767,27.231804,198.85326,204.1932,2022-11-06,10,Stockholm
9.315,0.0,0.0,1007.2,100.0,16.595179,27.553526,192.5288,197.48808,2022-11-06,11,Stockholm
9.115,0.0,0.0,1006.8,100.0,17.462784,29.337238,188.29706,194.2068,2022-11-06,12,Stockholm
9.165,0.1,0.0,1006.2,100.0,18.692286,31.89608,195.6423,200.48044,2022-11-06,13,Stockholm
8.464999,0.2,0.0,1005.7,100.0,19.483284,33.834255,196.09088,200.55612,2022-11-06,14,Stockholm
8.865,0.0,0.0,1005.7,100.0,18.86139,33.332577,203.6294,207.67198,2022-11-06,15,Stockholm
9.264999,0.0,0.0,1005.6,100.0,18.35647,32.28981,205.55992,210.85413,2022-11-06,16,Stockholm
9.464999,0.0,0.0,1005.4,100.0,16.676977,30.096085,212.6609,216.73291,2022-11-06,17,Stockholm
9.565,0.0,0.0,1005.6,100.0,15.30741,27.248455,221.18582,226.60596,2022-11-06,18,Stockholm
9.365,0.0,0.0,1005.8,100.0,14.773164,26.787966,223.02507,228.81416,2022-11-06,19,Stockholm
8.615,0.0,0.0,1006.4,100.0,14.618837,27.497026,217.99878,223.93918,2022-11-06,20,Stockholm
8.815,0.0,0.0,1006.9,100.0,15.530151,28.075384,224.0609,229.15973,2022-11-06,21,Stockholm
8.565,0.0,0.0,1007.0,100.0,14.512064,26.826641,223.99501,229.89915,2022-11-06,22,Stockholm
8.615,0.0,0.0,1007.0,100.0,13.276144,24.458813,220.60121,227.38597,2022-11-06,23,Stockholm
8.865,0.0,0.0,1007.1,100.0,10.948973,20.969807,207.40749,214.50858,2022-11-07,0,Stockholm
8.915,0.0,0.0,1007.0,100.0,9.779817,19.592731,186.3401,200.4329,2022-11-07,1,Stockholm
9.165,0.0,0.0,1006.6,100.0,13.276144,24.066206,192.5288,201.96062,2022-11-07,2,Stockholm
8.714999,0.0,0.0,1006.0,100.0,9.178235,18.720001,191.30989,202.6199,2022-11-07,3,Stockholm
8.764999,0.0,0.0,1005.1,100.0,8.4042845,17.163355,170.13426,189.65982,2022-11-07,4,Stockholm
9.464999,0.0,0.0,1004.5,100.0,11.885453,23.023119,178.26433,189.90411,2022-11-07,5,Stockholm
9.665,0.0,0.0,1004.3,100.0,16.343367,29.168886,187.59456,192.8356,2022-11-07,6,Stockholm
9.214999,0.2,0.0,1004.3,100.0,15.815435,28.006058,191.82146,197.96924,2022-11-07,7,Stockholm
9.214999,0.1,0.0,1003.6,100.0,15.84,28.58545,180.0,185.7823,2022-11-07,8,Stockholm
9.464999,0.0,0.0,1003.0,100.0,17.339897,29.947151,184.76355,189.68872,2022-11-07,9,Stockholm
9.915,0.0,0.0,1002.4,99.0,17.309973,29.157776,196.9276,200.22495,2022-11-07,10,Stockholm
10.014999,0.0,0.0,1001.9,100.0,19.201874,30.500309,210.411,210.49976,2022-11-07,11,Stockholm
9.264999,0.0,0.0,1001.9,100.0,16.311613,27.56058,202.03629,203.8865,2022-11-07,12,Stockholm
9.165,0.1,0.0,1001.3,100.0,15.596767,26.903828,198.85326,204.50739,2022-11-07,13,Stockholm
8.865,0.0,0.0,1000.9,100.0,15.827721,28.84047,197.19862,204.32556,2022-11-07,14,Stockholm
8.464999,0.0,0.0,1000.4,96.0,15.629971,29.07989,194.67644,201.80147,2022-11-07,15,Stockholm
8.565,0.0,0.0,999.9,69.0,16.263872,30.574575,185.07951,192.2361,2022-11-07,16,Stockholm
9.214999,0.0,0.0,999.2,100.0,17.581125,31.89608,190.6196,196.38962,2022-11-07,17,Stockholm
9.014999,0.7,0.0,998.8,100.0,18.11841,31.883888,200.95586,205.40767,2022-11-07,18,Stockholm
8.264999,1.0,0.0,998.2,100.0,16.746773,30.684587,205.4633,211.07898,2022-11-07,19,Stockholm
8.165,2.3,0.0,997.9,100.0,18.844202,33.60557,223.45189,224.13205,2022-11-07,20,Stockholm
8.315,1.0,0.0,998.3,100.0,19.694992,33.53415,239.21593,240.4078,2022-11-07,21,Stockholm
8.115,0.4,0.0,998.7,100.0,20.61766,36.30471,245.22488,247.249,2022-11-07,22,Stockholm
8.214999,0.1,0.0,998.9,99.0,20.268991,34.83639,250.27763,251.93944,2022-11-07,23,Stockholm
7.765,0.0,0.0,999.3,82.0,18.792551,33.353954,253.30067,256.2637,2022-11-08,0,Stockholm
7.215,0.0,0.0,999.7,74.0,17.377226,31.559088,256.82745,258.81827,2022-11-08,1,Stockholm
6.915,0.0,0.0,1000.3,100.0,17.106628,31.06239,261.52893,265.34674,2022-11-08,2,Stockholm
7.165,0.0,0.0,1000.8,100.0,15.856356,28.460497,267.3975,272.17468,2022-11-08,3,Stockholm
7.415,0.0,0.0,1001.4,100.0,15.124284,26.700743,268.6361,273.8654,2022-11-08,4,Stockholm
7.315,0.0,0.0,1002.1,100.0,13.722565,24.842607,265.48608,270.8303,2022-11-08,5,Stockholm
7.465,0.0,0.0,1003.0,100.0,12.605142,22.725668,268.36346,273.63287,2022-11-08,6,Stockholm
7.6150002,0.0,0.0,1003.8,100.0,10.440001,19.245697,270.0,277.5237,2022-11-08,7,Stockholm
7.815,0.0,0.0,1004.6,100.0,9.255571,16.62249,256.50424,265.03033,2022-11-08,8,Stockholm
8.065,0.0,0.0,1005.2,100.0,8.707238,13.339445,262.8751,266.906,2022-11-08,9,Stockholm
8.665,0.0,0.0,1005.5,100.0,7.9526596,11.183201,264.80566,266.3087,2022-11-08,10,Stockholm
9.014999,0.0,0.0,1005.6,100.0,7.172949,10.483357,252.47433,254.05453,2022-11-08,11,Stockholm
8.714999,0.0,0.0,1005.7,100.0,6.9247384,9.826088,242.10283,241.55717,2022-11-08,12,Stockholm
8.815,0.0,0.0,1005.5,100.0,3.6,5.6233797,216.86998,219.80553,2022-11-08,13,Stockholm
8.365,1.0,0.0,1005.4,100.0,3.396233,6.87779,147.99466,173.99109,2022-11-08,14,Stockholm
7.415,0.4,0.0,1005.3,100.0,6.28713,14.05845,156.3706,177.06439,2022-11-08,15,Stockholm
7.515,0.3,0.0,1004.8,100.0,6.638072,13.708391,139.39879,166.32867,2022-11-08,16,Stockholm
7.8650002,0.2,0.0,1004.4,100.0,9.290511,17.533146,144.46223,160.82089,2022-11-08,17,Stockholm
8.514999,0.0,0.0,1003.9,100.0,9.83268,19.839235,156.2505,168.4862,2022-11-08,18,Stockholm
9.014999,0.4,0.0,1003.5,100.0,9.726665,20.991426,182.12105,202.1664,2022-11-08,19,Stockholm
9.514999,0.0,0.0,1003.4,100.0,11.183201,23.166216,213.17853,224.37048,2022-11-08,20,Stockholm
9.615,0.0,0.0,1003.3,100.0,10.495713,22.493519,210.96368,219.80553,2022-11-08,21,Stockholm
9.415,0.0,0.0,1003.1,100.0,11.753877,24.567198,207.3498,214.85452,2022-11-08,22,Stockholm
9.365,0.0,0.0,1002.7,100.0,10.805998,23.000591,209.98155,219.92033,2022-11-08,23,Stockholm
9.065,0.0,0.0,1002.9,100.0,10.636766,21.028437,203.9625,218.04709,2022-11-09,0,Stockholm
9.115,0.0,0.0,1002.5,100.0,11.609651,22.79684,187.12492,201.29742,2022-11-09,1,Stockholm
9.315,0.0,0.0,1002.1,100.0,13.1041975,24.967497,200.92458,208.41257,2022-11-09,2,Stockholm
9.365,0.0,0.0,1001.6,100.0,12.72283,24.162947,205.1148,213.45334,2022-11-09,3,Stockholm
9.115,0.0,0.0,1001.3,98.0,13.363711,25.488914,207.25525,216.38445,2022-11-09,4,Stockholm
8.514999,0.0,0.0,1001.6,82.0,13.891522,27.438046,211.21834,218.07283,2022-11-09,5,Stockholm
8.315,0.0,0.0,1001.7,40.0,13.089354,26.044699,211.50421,220.5153,2022-11-09,6,Stockholm
8.115,0.0,0.0,1002.0,57.0,13.089354,26.787966,211.50421,221.18584,2022-11-09,7,Stockholm
8.815,0.0,0.0,1002.1,20.0,13.281023,26.31942,212.82854,220.0062,2022-11-09,8,Stockholm
9.915,0.0,0.0,1002.5,33.0,14.021525,24.985659,209.19739,216.20955,2022-11-09,9,Stockholm
10.665,0.0,0.0,1002.3,73.0,15.629971,22.039528,218.45374,218.36752,2022-11-09,10,Stockholm
11.214999,0.0,0.0,1002.1,40.0,14.336861,21.252197,218.8845,218.81139,2022-11-09,11,Stockholm
11.365,0.0,0.0,1002.0,36.0,12.261157,20.240198,229.76372,231.49931,2022-11-09,12,Stockholm
11.415,0.0,0.0,1001.9,100.0,11.808878,20.633371,217.56866,222.87889,2022-11-09,13,Stockholm
11.365,0.0,0.0,1002.3,100.0,12.594856,22.608458,210.96368,217.23491,2022-11-09,14,Stockholm
10.565,0.0,0.0,1002.3,3.0,12.783802,24.248611,212.34741,220.78572,2022-11-09,15,Stockholm
8.915,0.0,0.0,1002.2,14.0,13.1041975,26.674032,200.92458,211.75943,2022-11-09,16,Stockholm
8.514999,0.0,0.0,1002.4,13.0,12.979984,26.749235,199.44012,208.97961,2022-11-09,17,Stockholm
8.365,0.0,0.0,1002.5,18.0,13.684735,27.07669,206.56499,215.80344,2022-11-09,18,Stockholm
8.464999,0.0,0.0,1002.7,13.0,14.113652,27.757376,217.74687,226.57649,2022-11-09,19,Stockholm
8.014999,0.0,0.0,1002.7,6.0,14.003028,27.504093,226.04153,232.98003,2022-11-09,20,Stockholm
7.6150002,0.0,0.0,1003.1,2.0,13.746156,27.217524,224.9999,232.52374,2022-11-09,21,Stockholm
7.315,0.0,0.0,1003.4,0.0,13.513193,26.867676,228.23979,234.81921,2022-11-09,22,Stockholm
7.015,0.0,0.0,1003.8,45.0,12.313894,25.49908,232.12495,239.4525,2022-11-09,23,Stockholm
7.065,0.0,0.0,1004.2,83.0,11.966954,23.966375,226.2188,237.26477,2022-11-10,0,Stockholm
6.665,0.0,0.0,1004.4,22.0,10.97262,22.608458,221.00899,232.76509,2022-11-10,1,Stockholm
6.715,0.0,0.0,1004.6,40.0,11.384198,23.675303,214.69522,224.38402,2022-11-10,2,Stockholm
6.915,0.0,0.0,1004.8,52.0,12.096214,24.693481,216.52895,225.59058,2022-11-10,3,Stockholm
6.815,0.0,0.0,1005.1,100.0,10.948973,23.269482,226.33215,235.08052,2022-11-10,4,Stockholm
6.765,0.0,0.0,1005.3,100.0,10.182337,21.566973,224.9999,236.57516,2022-11-10,5,Stockholm
6.915,0.0,0.0,1006.2,100.0,10.739832,22.26477,219.55963,230.90614,2022-11-10,6,Stockholm
7.215,0.0,0.0,1007.0,100.0,10.97262,22.59699,228.99101,239.34941,2022-11-10,7,Stockholm
7.765,0.0,0.0,1007.6,98.0,11.753877,23.006226,242.6502,249.86362,2022-11-10,8,Stockholm
9.065,0.0,0.0,1008.0,100.0,12.397806,20.858265,244.17906,248.74942,2022-11-10,9,Stockholm
9.615,0.0,0.0,1008.5,53.0,14.458382,23.241617,251.11382,253.81071,2022-11-10,10,Stockholm
10.014999,0.0,0.0,1008.9,31.0,14.458382,22.79684,251.11382,254.4274,2022-11-10,11,Stockholm
10.514999,0.0,0.0,1009.6,28.0,16.394829,26.042212,261.15826,264.4471,2022-11-10,12,Stockholm
10.165,0.0,0.0,1010.0,76.0,14.372974,24.933735,247.93205,252.3498,2022-11-10,13,Stockholm
9.665,0.0,0.0,1010.5,79.0,16.1198,28.696312,246.29735,250.20103,2022-11-10,14,Stockholm
8.865,0.0,0.0,1011.3,93.0,16.45007,30.05515,246.80139,251.1309,2022-11-10,15,Stockholm
8.415,0.0,0.0,1011.8,100.0,15.315873,29.024128,240.42226,246.61476,2022-11-10,16,Stockholm
7.715,0.0,0.0,1011.8,100.0,15.021105,29.01743,224.02907,232.56136,2022-11-10,17,Stockholm
7.715,0.0,0.0,1011.8,100.0,15.876775,30.10685,212.9694,221.12137,2022-11-10,18,Stockholm
7.8650002,0.0,0.0,1011.6,100.0,16.263872,30.760519,207.69939,214.9921,2022-11-10,19,Stockholm
9.264999,0.0,0.0,1011.2,100.0,17.555307,31.65135,208.14151,213.87085,2022-11-10,20,Stockholm
9.415,0.0,0.0,1011.0,100.0,18.709612,33.56312,210.01828,215.39488,2022-11-10,21,Stockholm
9.865,0.1,0.0,1010.7,100.0,19.083395,34.17157,215.78906,221.58331,2022-11-10,22,Stockholm
10.214999,0.0,0.0,1009.8,100.0,20.523157,36.68822,217.87505,222.61403,2022-11-10,23,Stockholm
11.115,0.0,0.0,1009.5,100.0,19.881649,34.882866,222.06425,226.25438,2022-11-11,0,Stockholm
11.714999,0.0,0.0,1008.9,100.0,20.633371,36.161636,222.87889,226.6135,2022-11-11,1,Stockholm
12.315,0.0,0.0,1008.3,100.0,22.183128,38.400375,228.28934,231.08852,2022-11-11,2,Stockholm
12.714999,0.0,0.0,1007.6,100.0,22.493519,38.741417,230.19447,232.17165,2022-11-11,3,Stockholm
12.915,0.0,0.0,1007.0,100.0,23.333443,39.31259,231.89238,232.81522,2022-11-11,4,Stockholm
13.165,0.0,0.0,1006.8,100.0,24.766848,42.1692,237.46495,238.61685,2022-11-11,5,Stockholm
13.365,0.0,0.0,1006.7,100.0,25.43802,42.67177,243.0724,244.51591,2022-11-11,6,Stockholm
